cr_id,gender,age,race
1010897,MALE,30.0,BLACK
1010900,MALE,,BLACK
1010903,MALE,41.0,WHITE
1010913,MALE,46.0,BLACK
1010917,FEMALE,42.0,WHITE
1010917,MALE,70.0,WHITE
1010932,MALE,22.0,BLACK
1010940,MALE,,
1010941,MALE,,
1010942,MALE,,
1010948,FEMALE,25.0,BLACK
1010952,MALE,,BLACK
1010956,MALE,29.0,BLACK
1010958,MALE,,BLACK
1010963,MALE,40.0,BLACK
1010965,MALE,77.0,BLACK
1010966,MALE,25.0,BLACK
1010968,FEMALE,47.0,BLACK
1010971,FEMALE,24.0,HISPANIC
1010971,FEMALE,24.0,HISPANIC
1010978,FEMALE,98.0,BLACK
1010984,MALE,32.0,HISPANIC
1010984,MALE,36.0,HISPANIC
1010986,MALE,,BLACK
1010990,MALE,28.0,BLACK
1011005,MALE,46.0,BLACK
1011008,MALE,25.0,BLACK
1011010,FEMALE,36.0,HISPANIC
1011016,MALE,43.0,HISPANIC
1011016,MALE,27.0,HISPANIC
1011017,MALE,29.0,BLACK
1011018,MALE,26.0,BLACK
1011018,FEMALE,31.0,BLACK
1011021,MALE,48.0,BLACK
1011038,MALE,,BLACK
1011048,FEMALE,,BLACK
1011051,MALE,,HISPANIC
1011054,MALE,26.0,BLACK
1011054,FEMALE,23.0,BLACK
1011072,FEMALE,24.0,BLACK
1011077,MALE,33.0,BLACK
1011077,MALE,25.0,BLACK
1011088,FEMALE,44.0,WHITE
1011089,MALE,25.0,
1011093,MALE,37.0,BLACK
1011099,MALE,39.0,BLACK
1011109,MALE,,HISPANIC
1011117,MALE,56.0,BLACK
1011126,MALE,30.0,HISPANIC
1011126,MALE,31.0,HISPANIC
1011126,MALE,30.0,HISPANIC
1011129,MALE,28.0,WHITE
1011133,FEMALE,35.0,BLACK
1011139,MALE,30.0,BLACK
1011147,MALE,57.0,BLACK
1011157,MALE,47.0,BLACK
1011168,MALE,,
1011169,MALE,,BLACK
1011174,FEMALE,32.0,BLACK
1011174,FEMALE,28.0,BLACK
1011177,FEMALE,,BLACK
1011213,MALE,73.0,HISPANIC
1011223,MALE,59.0,BLACK
1011225,MALE,30.0,BLACK
1011225,MALE,37.0,BLACK
1011243,MALE,24.0,BLACK
1011247,FEMALE,25.0,WHITE
1011260,MALE,35.0,BLACK
1011263,MALE,,WHITE
1011265,MALE,25.0,BLACK
1011277,MALE,33.0,WHITE
1011279,MALE,30.0,BLACK
1011280,MALE,,
1011280,MALE,,
1011281,MALE,48.0,BLACK
1011282,MALE,30.0,BLACK
1011282,MALE,33.0,BLACK
1011282,MALE,22.0,BLACK
1011282,FEMALE,,BLACK
1011286,MALE,,
1011287,MALE,33.0,BLACK
1011290,MALE,27.0,HISPANIC
1011295,FEMALE,,WHITE
1011298,MALE,,
1011299,FEMALE,,
1011300,MALE,,
1011300,MALE,,
1011301,MALE,28.0,BLACK
1011302,MALE,,
1011315,MALE,26.0,BLACK
1011320,FEMALE,25.0,BLACK
1011326,MALE,36.0,BLACK
1011336,MALE,27.0,BLACK
1011336,MALE,26.0,BLACK
1011344,MALE,25.0,ASIAN/PACIFIC ISLANDER
1011346,MALE,26.0,WHITE
1011352,FEMALE,,
1011353,MALE,,
1011354,MALE,,
1011355,MALE,,
1011356,FEMALE,,
1011358,MALE,,
1011359,MALE,25.0,HISPANIC
1011369,FEMALE,21.0,BLACK
1011372,MALE,27.0,BLACK
1011372,MALE,30.0,BLACK
1011377,MALE,,WHITE
1011379,MALE,27.0,BLACK
1011391,MALE,23.0,BLACK
1011391,MALE,25.0,BLACK
1011394,MALE,24.0,BLACK
1011394,MALE,46.0,BLACK
1011400,MALE,,WHITE
1011409,MALE,,BLACK
1011411,MALE,26.0,HISPANIC
1011427,MALE,,WHITE
1011439,MALE,28.0,BLACK
1011448,MALE,42.0,WHITE
1011450,FEMALE,25.0,BLACK
1011451,MALE,27.0,BLACK
1011454,MALE,,
1011455,MALE,,
1011456,MALE,,BLACK
1011459,MALE,23.0,BLACK
1011463,MALE,,
1011464,MALE,65.0,BLACK
1011467,MALE,27.0,BLACK
1011480,FEMALE,,WHITE
1011480,FEMALE,,ASIAN/PACIFIC ISLANDER
1011483,FEMALE,,HISPANIC
1011483,MALE,40.0,HISPANIC
1011488,MALE,25.0,BLACK
1012519,FEMALE,57.0,HISPANIC
1012521,MALE,24.0,BLACK
1012523,MALE,15.0,BLACK
1012535,FEMALE,24.0,BLACK
1012542,MALE,16.0,BLACK
1012542,FEMALE,23.0,BLACK
1012547,MALE,23.0,BLACK
1012549,MALE,,
1012550,MALE,,
1012551,MALE,27.0,BLACK
1012551,MALE,,HISPANIC
1012551,MALE,30.0,BLACK
1012552,MALE,46.0,BLACK
1012553,MALE,,BLACK
1012553,MALE,,BLACK
1012564,FEMALE,82.0,BLACK
1012565,MALE,54.0,BLACK
1012568,MALE,26.0,BLACK
1012568,MALE,17.0,BLACK
1012568,MALE,,BLACK
1012585,FEMALE,,BLACK
1012602,FEMALE,27.0,BLACK
1012602,FEMALE,31.0,BLACK
1012607,FEMALE,,
1012616,FEMALE,,HISPANIC
1012629,FEMALE,,BLACK
1012635,MALE,27.0,BLACK
1012636,FEMALE,36.0,BLACK
1012649,FEMALE,63.0,BLACK
1012650,FEMALE,45.0,BLACK
1012654,MALE,36.0,BLACK
1012667,MALE,,WHITE
1012672,MALE,39.0,BLACK
1012686,FEMALE,,BLACK
1012686,MALE,34.0,BLACK
1012700,FEMALE,,
1012700,MALE,,
1012702,MALE,,
1012711,FEMALE,48.0,HISPANIC
1012714,FEMALE,26.0,BLACK
1012715,FEMALE,,BLACK
1012715,MALE,,BLACK
1012717,FEMALE,34.0,WHITE
1012718,FEMALE,26.0,BLACK
1012721,MALE,46.0,
1012733,MALE,25.0,BLACK
1012735,MALE,15.0,HISPANIC
1012738,FEMALE,,
1012738,MALE,,BLACK
1012739,MALE,,
1012740,MALE,,
1012741,MALE,,
1012744,FEMALE,41.0,HISPANIC
1012748,MALE,30.0,HISPANIC
1012757,FEMALE,24.0,BLACK
1012760,MALE,36.0,BLACK
1012760,MALE,,
1012760,MALE,37.0,BLACK
1012763,MALE,,WHITE
1012763,FEMALE,53.0,WHITE
1012766,MALE,25.0,BLACK
1012767,FEMALE,,BLACK
1012777,FEMALE,,WHITE
1012796,MALE,29.0,BLACK
1012799,MALE,,BLACK
1012800,MALE,30.0,BLACK
1012803,,,
1012807,FEMALE,,BLACK
1012811,MALE,19.0,BLACK
1012813,MALE,25.0,BLACK
1012815,MALE,27.0,BLACK
1012817,FEMALE,40.0,BLACK
1012828,MALE,27.0,BLACK
1012835,MALE,,BLACK
1012836,FEMALE,34.0,BLACK
1012842,MALE,30.0,BLACK
1012851,MALE,,BLACK
1012863,MALE,23.0,BLACK
1012881,MALE,58.0,
1012883,MALE,25.0,HISPANIC
1012887,MALE,41.0,BLACK
1012903,MALE,46.0,BLACK
1012909,FEMALE,24.0,BLACK
1012909,FEMALE,,BLACK
1012920,FEMALE,,BLACK
1012924,MALE,,BLACK
1012924,MALE,24.0,BLACK
1012941,FEMALE,31.0,BLACK
1012950,MALE,23.0,BLACK
1012952,MALE,28.0,BLACK
1012953,MALE,,BLACK
1012966,MALE,30.0,BLACK
1012971,FEMALE,,BLACK
1012974,MALE,39.0,WHITE
1012977,MALE,53.0,BLACK
1012980,MALE,23.0,HISPANIC
1012989,MALE,34.0,BLACK
1012991,MALE,32.0,HISPANIC
1012997,FEMALE,57.0,WHITE
1013013,FEMALE,91.0,BLACK
1013013,FEMALE,12.0,BLACK
1013020,MALE,,HISPANIC
1013027,FEMALE,49.0,BLACK
1013029,MALE,46.0,BLACK
1013031,MALE,,BLACK
1013031,MALE,28.0,BLACK
1013033,MALE,23.0,HISPANIC
1013050,MALE,,
1013059,MALE,58.0,WHITE
1013070,MALE,48.0,BLACK
1013071,MALE,33.0,HISPANIC
1013073,MALE,40.0,WHITE
1013078,MALE,,
1013079,MALE,,
1013084,MALE,,HISPANIC
1013086,FEMALE,41.0,BLACK
1013088,MALE,23.0,WHITE
1013091,MALE,59.0,WHITE
1013113,MALE,33.0,BLACK
1013114,FEMALE,33.0,
1013117,MALE,30.0,BLACK
1013120,MALE,27.0,WHITE
1013126,MALE,25.0,BLACK
1013132,MALE,28.0,BLACK
1013138,MALE,28.0,BLACK
1013152,MALE,25.0,HISPANIC
1013179,MALE,28.0,BLACK
1013182,,,
1013183,MALE,37.0,BLACK
1013183,FEMALE,,
1013184,FEMALE,,HISPANIC
1013186,FEMALE,34.0,BLACK
1013188,FEMALE,36.0,BLACK
1013193,MALE,25.0,BLACK
1013198,FEMALE,60.0,HISPANIC
1013205,FEMALE,51.0,BLACK
1013206,FEMALE,,
1013213,MALE,41.0,BLACK
1013218,MALE,,BLACK
1013223,MALE,23.0,BLACK
1013230,MALE,23.0,WHITE
1013236,MALE,24.0,BLACK
1013246,FEMALE,44.0,BLACK
1013248,MALE,37.0,BLACK
1013248,MALE,28.0,BLACK
1013253,MALE,41.0,BLACK
1013257,FEMALE,26.0,BLACK
1013261,FEMALE,56.0,WHITE
1013262,FEMALE,22.0,BLACK
1013264,FEMALE,24.0,BLACK
1013266,MALE,,
1013267,MALE,,WHITE
1013267,MALE,,WHITE
1013268,MALE,,
1013273,MALE,,HISPANIC
1013273,MALE,,WHITE
1013288,FEMALE,62.0,WHITE
1013298,MALE,23.0,BLACK
1013314,MALE,27.0,BLACK
1013315,MALE,79.0,BLACK
1013316,MALE,50.0,BLACK
1013321,MALE,24.0,BLACK
1013334,MALE,83.0,BLACK
1013335,FEMALE,40.0,BLACK
1013351,MALE,65.0,WHITE
1013354,MALE,,WHITE
1013356,MALE,24.0,BLACK
1013360,MALE,,BLACK
1013373,MALE,48.0,BLACK
1013374,FEMALE,92.0,WHITE
1013383,MALE,49.0,WHITE
1013388,MALE,27.0,BLACK
1013412,MALE,47.0,BLACK
1013413,FEMALE,,BLACK
1013422,MALE,39.0,BLACK
1013423,MALE,46.0,BLACK
1013433,MALE,46.0,HISPANIC
1013435,MALE,24.0,HISPANIC
1013438,FEMALE,43.0,BLACK
1013440,FEMALE,,WHITE
1013440,MALE,,WHITE
1013444,MALE,53.0,BLACK
1013447,MALE,68.0,BLACK
1013449,MALE,58.0,BLACK
1013455,MALE,48.0,BLACK
1013462,FEMALE,23.0,BLACK
1013466,MALE,38.0,BLACK
1013469,MALE,,
1013479,MALE,40.0,HISPANIC
1013505,MALE,35.0,BLACK
1013507,MALE,19.0,HISPANIC
1013507,FEMALE,20.0,HISPANIC
1013507,MALE,15.0,HISPANIC
1013507,FEMALE,60.0,HISPANIC
1013515,FEMALE,26.0,BLACK
1013516,MALE,55.0,BLACK
1013516,MALE,35.0,BLACK
1013520,MALE,22.0,BLACK
1013521,MALE,28.0,HISPANIC
1013524,MALE,24.0,BLACK
1013531,MALE,33.0,BLACK
1013542,FEMALE,28.0,BLACK
1013543,MALE,,BLACK
1013546,MALE,35.0,BLACK
1013558,MALE,28.0,WHITE
1013558,MALE,,WHITE
1013559,MALE,,BLACK
1013560,MALE,23.0,BLACK
1013562,FEMALE,26.0,BLACK
1013564,MALE,18.0,HISPANIC
1013566,MALE,31.0,BLACK
1013579,FEMALE,24.0,BLACK
1013586,MALE,40.0,BLACK
1013591,MALE,21.0,HISPANIC
1013596,MALE,,
1013607,MALE,,
1013607,MALE,59.0,BLACK
1013608,MALE,46.0,BLACK
1013627,MALE,26.0,BLACK
1013628,FEMALE,35.0,WHITE
1013632,MALE,27.0,BLACK
1013634,MALE,46.0,WHITE
1013638,MALE,,BLACK
1013638,MALE,,BLACK
1013640,MALE,32.0,BLACK
1013641,MALE,34.0,WHITE
1013642,MALE,34.0,BLACK
1013662,MALE,30.0,BLACK
1013665,FEMALE,59.0,BLACK
1013666,MALE,,
1013670,FEMALE,53.0,BLACK
1013673,FEMALE,43.0,BLACK
1013678,MALE,37.0,HISPANIC
1013687,MALE,38.0,BLACK
1013691,MALE,31.0,BLACK
1013692,MALE,,BLACK
1013692,MALE,,BLACK
1013692,MALE,,BLACK
1013702,FEMALE,24.0,BLACK
1013705,FEMALE,,BLACK
1013711,MALE,68.0,BLACK
1013712,MALE,,BLACK
1013712,FEMALE,,BLACK
1013730,FEMALE,33.0,WHITE
1013730,FEMALE,31.0,WHITE
1013741,MALE,39.0,BLACK
1013748,,,
1013757,MALE,55.0,BLACK
1013781,MALE,,BLACK
1013781,MALE,32.0,BLACK
1013782,FEMALE,,BLACK
1013783,MALE,58.0,BLACK
1013784,MALE,33.0,BLACK
1013798,FEMALE,26.0,BLACK
1013817,MALE,42.0,BLACK
1013819,MALE,,
1013820,MALE,,
1013822,MALE,54.0,
1013825,MALE,38.0,HISPANIC
1013826,MALE,37.0,BLACK
1013832,FEMALE,25.0,WHITE
1013833,MALE,44.0,WHITE
1013834,FEMALE,61.0,HISPANIC
1013839,MALE,28.0,BLACK
1013840,FEMALE,,WHITE
1013850,MALE,33.0,BLACK
1013857,MALE,33.0,BLACK
1013857,MALE,38.0,BLACK
1013858,MALE,46.0,BLACK
1013861,,,
1013864,FEMALE,9.0,BLACK
1013887,MALE,25.0,HISPANIC
1013892,MALE,28.0,HISPANIC
1013895,FEMALE,62.0,HISPANIC
1013903,FEMALE,30.0,BLACK
1013906,MALE,,WHITE
1013906,MALE,,WHITE
1013906,FEMALE,27.0,WHITE
1013916,MALE,,HISPANIC
1013916,MALE,,HISPANIC
1013921,MALE,42.0,WHITE
1013922,MALE,61.0,BLACK
1013923,MALE,61.0,BLACK
1013924,FEMALE,56.0,BLACK
1013949,FEMALE,23.0,HISPANIC
1013958,MALE,59.0,HISPANIC
1013959,MALE,51.0,BLACK
1013960,FEMALE,52.0,BLACK
1013961,FEMALE,,BLACK
1013964,MALE,28.0,BLACK
1013970,FEMALE,23.0,BLACK
1013985,FEMALE,58.0,BLACK
1013985,MALE,93.0,BLACK
1013985,MALE,27.0,BLACK
1013985,MALE,27.0,BLACK
1013986,MALE,24.0,BLACK
1013993,MALE,28.0,BLACK
1013995,MALE,25.0,BLACK
1014002,MALE,24.0,BLACK
1014014,MALE,29.0,BLACK
1014046,MALE,,BLACK
1014051,MALE,35.0,BLACK
1014051,FEMALE,26.0,BLACK
1014056,MALE,22.0,BLACK
1014064,FEMALE,40.0,BLACK
1014073,MALE,23.0,BLACK
1014074,MALE,53.0,BLACK
1014074,MALE,27.0,BLACK
1014084,FEMALE,57.0,WHITE
1014089,MALE,,
1014095,MALE,,BLACK
1014097,MALE,23.0,BLACK
1014100,FEMALE,26.0,BLACK
1014103,FEMALE,,HISPANIC
1014105,MALE,,WHITE
1014109,MALE,,HISPANIC
1014109,FEMALE,,HISPANIC
1014109,MALE,,HISPANIC
1014109,MALE,,HISPANIC
1014111,MALE,26.0,BLACK
1014123,FEMALE,,HISPANIC
1014123,MALE,,HISPANIC
1014124,MALE,51.0,BLACK
1014134,MALE,60.0,BLACK
1014135,MALE,28.0,BLACK
1014136,MALE,51.0,WHITE
1014138,MALE,25.0,BLACK
1014139,MALE,33.0,WHITE
1014140,MALE,37.0,BLACK
1014167,FEMALE,22.0,BLACK
1014168,MALE,55.0,BLACK
1014169,MALE,29.0,BLACK
1014172,MALE,,BLACK
1014175,MALE,45.0,BLACK
1014177,FEMALE,53.0,BLACK
1014177,FEMALE,48.0,BLACK
1014197,MALE,50.0,BLACK
1014199,MALE,31.0,BLACK
1014203,MALE,35.0,BLACK
1014204,FEMALE,,HISPANIC
1014206,FEMALE,,BLACK
1014207,MALE,47.0,BLACK
1014209,FEMALE,,HISPANIC
1014221,MALE,23.0,BLACK
1014223,MALE,26.0,BLACK
1014235,MALE,30.0,BLACK
1014241,MALE,30.0,HISPANIC
1014242,FEMALE,44.0,BLACK
1014247,FEMALE,,BLACK
1014248,FEMALE,,BLACK
1014251,FEMALE,,
1014268,MALE,26.0,HISPANIC
1014272,MALE,27.0,WHITE
1014283,MALE,52.0,BLACK
1014284,FEMALE,40.0,BLACK
1014285,MALE,56.0,BLACK
1014286,MALE,59.0,BLACK
1014295,FEMALE,,BLACK
1014300,MALE,33.0,HISPANIC
1014314,MALE,34.0,BLACK
1014331,MALE,22.0,HISPANIC
1014333,MALE,48.0,BLACK
1014335,MALE,23.0,BLACK
1014339,MALE,25.0,BLACK
1014344,FEMALE,22.0,BLACK
1014355,MALE,34.0,BLACK
1014362,MALE,30.0,BLACK
1014377,MALE,,BLACK
1014388,MALE,47.0,BLACK
1014391,MALE,25.0,BLACK
1014402,FEMALE,,BLACK
1014425,MALE,25.0,WHITE
1014445,FEMALE,53.0,BLACK
1014453,MALE,24.0,BLACK
1014455,MALE,26.0,BLACK
1014455,MALE,46.0,BLACK
1014460,MALE,,
1014461,MALE,,
1014466,FEMALE,53.0,BLACK
1014470,FEMALE,,
1014472,MALE,43.0,BLACK
1014473,MALE,40.0,BLACK
1014476,MALE,,HISPANIC
1014476,FEMALE,,HISPANIC
1014476,FEMALE,,HISPANIC
1014476,FEMALE,29.0,BLACK
1014476,FEMALE,,HISPANIC
1014477,MALE,,
1014477,MALE,,HISPANIC
1014480,MALE,28.0,WHITE
1014481,MALE,46.0,BLACK
1014483,MALE,,
1014483,FEMALE,,
1014491,MALE,,BLACK
1014498,FEMALE,38.0,BLACK
1014501,FEMALE,22.0,BLACK
1014502,MALE,31.0,BLACK
1014503,MALE,24.0,BLACK
1014504,MALE,38.0,BLACK
1014505,MALE,47.0,BLACK
1014511,MALE,43.0,WHITE
1014524,MALE,50.0,BLACK
1014524,FEMALE,71.0,BLACK
1014525,MALE,40.0,BLACK
1014534,MALE,23.0,BLACK
1014535,MALE,55.0,WHITE
1014540,MALE,19.0,BLACK
1014540,MALE,19.0,BLACK
1014541,MALE,29.0,BLACK
1014543,FEMALE,34.0,BLACK
1014546,MALE,21.0,BLACK
1014553,MALE,47.0,BLACK
1014562,MALE,22.0,BLACK
1014573,MALE,49.0,BLACK
1014574,FEMALE,,BLACK
1014578,MALE,22.0,BLACK
1014578,MALE,16.0,BLACK
1014578,FEMALE,16.0,BLACK
1014578,MALE,12.0,BLACK
1014578,MALE,23.0,BLACK
1014584,FEMALE,46.0,HISPANIC
1014585,FEMALE,23.0,BLACK
1014602,MALE,,WHITE
1014609,MALE,42.0,BLACK
1014612,FEMALE,22.0,BLACK
1014617,MALE,33.0,HISPANIC
1014623,MALE,22.0,BLACK
1014628,MALE,25.0,BLACK
1014628,MALE,23.0,BLACK
1014628,MALE,47.0,BLACK
1014633,FEMALE,43.0,WHITE
1014634,FEMALE,33.0,BLACK
1014635,MALE,26.0,HISPANIC
1014644,MALE,40.0,BLACK
1014644,MALE,44.0,BLACK
1014648,MALE,41.0,BLACK
1014653,FEMALE,53.0,HISPANIC
1014653,MALE,55.0,HISPANIC
1014660,MALE,21.0,BLACK
1014688,MALE,10.0,HISPANIC
1014688,MALE,55.0,HISPANIC
1014693,FEMALE,30.0,BLACK
1014705,MALE,30.0,BLACK
1014707,FEMALE,,HISPANIC
1014709,MALE,17.0,BLACK
1014713,MALE,44.0,BLACK
1014714,MALE,43.0,WHITE
1014715,FEMALE,33.0,WHITE
1014721,FEMALE,,BLACK
1014721,MALE,,BLACK
1014721,FEMALE,,BLACK
1014723,MALE,,BLACK
1014726,FEMALE,78.0,BLACK
1014726,MALE,,BLACK
1014731,MALE,23.0,BLACK
1014738,FEMALE,,HISPANIC
1014740,MALE,17.0,BLACK
1014758,FEMALE,23.0,BLACK
1014762,MALE,,BLACK
1014762,MALE,,BLACK
1014762,FEMALE,52.0,BLACK
1014763,FEMALE,,BLACK
1014763,MALE,,BLACK
1014763,FEMALE,,BLACK
1014767,MALE,37.0,HISPANIC
1014768,MALE,20.0,BLACK
1014769,FEMALE,22.0,BLACK
1014771,FEMALE,,WHITE
1014775,MALE,19.0,BLACK
1014781,MALE,25.0,BLACK
1014787,MALE,57.0,BLACK
1014787,MALE,54.0,BLACK
1014788,MALE,21.0,HISPANIC
1014805,MALE,36.0,HISPANIC
1014808,FEMALE,30.0,BLACK
1014808,FEMALE,25.0,BLACK
1014809,MALE,,BLACK
1014809,FEMALE,,BLACK
1014809,MALE,,BLACK
1014809,MALE,,BLACK
1014820,FEMALE,40.0,BLACK
1014821,MALE,42.0,BLACK
1014822,MALE,52.0,BLACK
1014833,MALE,,WHITE
1014848,MALE,24.0,BLACK
1014849,MALE,29.0,HISPANIC
1014853,MALE,,BLACK
1014859,MALE,22.0,HISPANIC
1014861,MALE,89.0,BLACK
1014861,MALE,,BLACK
1014863,MALE,26.0,WHITE
1014863,MALE,24.0,WHITE
1014865,MALE,28.0,WHITE
1014871,MALE,24.0,HISPANIC
1014873,MALE,34.0,BLACK
1014894,MALE,25.0,BLACK
1014895,FEMALE,22.0,BLACK
1014897,FEMALE,24.0,BLACK
1014897,FEMALE,24.0,BLACK
1014903,MALE,25.0,BLACK
1014910,MALE,28.0,BLACK
1014923,MALE,64.0,WHITE
1014930,MALE,,
1014931,FEMALE,,
1014933,MALE,,BLACK
1014934,FEMALE,,HISPANIC
1014940,FEMALE,13.0,BLACK
1014944,FEMALE,30.0,WHITE
1014944,FEMALE,41.0,WHITE
1014953,MALE,55.0,BLACK
1014959,MALE,39.0,BLACK
1014961,MALE,31.0,BLACK
1014963,MALE,26.0,BLACK
1014968,FEMALE,23.0,BLACK
1014986,FEMALE,,BLACK
1014999,MALE,27.0,BLACK
1015016,MALE,46.0,BLACK
1015017,MALE,37.0,BLACK
1015032,MALE,37.0,BLACK
1015032,FEMALE,56.0,BLACK
1015032,MALE,40.0,BLACK
1015032,MALE,38.0,BLACK
1015042,MALE,50.0,BLACK
1015043,MALE,58.0,WHITE
1015044,MALE,59.0,BLACK
1015045,MALE,35.0,WHITE
1015048,FEMALE,,BLACK
1015051,MALE,,HISPANIC
1015055,FEMALE,33.0,BLACK
1015070,MALE,,BLACK
1015078,MALE,25.0,BLACK
1015085,MALE,,
1015089,MALE,32.0,WHITE
1015090,MALE,34.0,BLACK
1015092,MALE,32.0,HISPANIC
1015094,MALE,,BLACK
1015095,MALE,56.0,BLACK
1015104,FEMALE,25.0,HISPANIC
1015107,FEMALE,24.0,BLACK
1015117,MALE,,
1015117,MALE,,HISPANIC
1015118,MALE,,
1015118,MALE,34.0,HISPANIC
1015147,MALE,18.0,BLACK
1015147,MALE,20.0,BLACK
1015153,MALE,,BLACK
1015161,MALE,,WHITE
1015166,FEMALE,,BLACK
1015171,MALE,22.0,BLACK
1015172,MALE,29.0,BLACK
1015172,MALE,38.0,BLACK
1015172,MALE,,BLACK
1015182,MALE,22.0,BLACK
1015195,FEMALE,,BLACK
1015195,MALE,,BLACK
1015195,FEMALE,,BLACK
1015214,MALE,39.0,WHITE
1015215,MALE,36.0,BLACK
1015217,FEMALE,24.0,BLACK
1015260,MALE,23.0,BLACK
1015261,MALE,24.0,BLACK
1015271,MALE,56.0,WHITE
1015274,MALE,23.0,BLACK
1015276,MALE,33.0,ASIAN/PACIFIC ISLANDER
1015279,MALE,28.0,BLACK
1015293,MALE,42.0,BLACK
1015293,MALE,40.0,BLACK
1015303,MALE,46.0,BLACK
1015306,FEMALE,56.0,HISPANIC
1015314,FEMALE,22.0,BLACK
1015314,FEMALE,24.0,BLACK
1015330,MALE,,BLACK
1015337,MALE,21.0,BLACK
1015356,MALE,20.0,BLACK
1015359,MALE,,
1015362,FEMALE,22.0,BLACK
1015365,MALE,46.0,BLACK
1015366,MALE,31.0,BLACK
1015372,MALE,28.0,BLACK
1015375,MALE,19.0,BLACK
1015380,MALE,27.0,BLACK
1015388,MALE,,BLACK
1015390,FEMALE,46.0,BLACK
1015390,MALE,47.0,BLACK
1015403,MALE,28.0,BLACK
1015403,MALE,23.0,BLACK
1015405,MALE,25.0,BLACK
1015419,MALE,37.0,BLACK
1015425,FEMALE,25.0,HISPANIC
1015441,FEMALE,26.0,BLACK
1015446,MALE,21.0,HISPANIC
1015446,FEMALE,50.0,HISPANIC
1015450,MALE,,HISPANIC
1015451,MALE,,BLACK
1015455,MALE,,BLACK
1015462,MALE,32.0,HISPANIC
1015462,MALE,28.0,HISPANIC
1015463,MALE,36.0,BLACK
1015471,MALE,30.0,BLACK
1015471,MALE,29.0,BLACK
1015474,FEMALE,25.0,HISPANIC
1015476,FEMALE,32.0,BLACK
1015477,MALE,,WHITE
1015485,MALE,50.0,BLACK
1015487,MALE,33.0,BLACK
1015493,FEMALE,,BLACK
1015493,FEMALE,23.0,BLACK
1015494,FEMALE,20.0,BLACK
1015496,FEMALE,23.0,BLACK
1015506,MALE,33.0,HISPANIC
1015512,FEMALE,79.0,BLACK
1015513,FEMALE,61.0,BLACK
1015526,MALE,34.0,BLACK
1015531,MALE,27.0,BLACK
1015536,MALE,34.0,BLACK
1015551,FEMALE,34.0,BLACK
1015551,FEMALE,29.0,BLACK
1015557,MALE,24.0,HISPANIC
1015562,FEMALE,43.0,BLACK
1015571,MALE,51.0,BLACK
1015574,MALE,66.0,BLACK
1015579,MALE,37.0,BLACK
1015583,MALE,23.0,WHITE
1015586,FEMALE,36.0,BLACK
1015593,MALE,,HISPANIC
1015593,FEMALE,,HISPANIC
1015595,MALE,24.0,BLACK
1015599,MALE,,BLACK
1015599,MALE,,BLACK
1015604,MALE,27.0,BLACK
1015604,MALE,,BLACK
1015615,MALE,24.0,BLACK
1015621,MALE,24.0,BLACK
1015628,FEMALE,25.0,WHITE
1015635,MALE,51.0,WHITE
1015636,FEMALE,23.0,WHITE
1015637,MALE,22.0,BLACK
1015639,MALE,22.0,BLACK
1015655,FEMALE,24.0,BLACK
1015659,MALE,19.0,BLACK
1015665,FEMALE,,BLACK
1015665,MALE,26.0,BLACK
1015673,FEMALE,27.0,BLACK
1015677,MALE,,WHITE
1015688,MALE,33.0,
1015692,MALE,,BLACK
1015698,MALE,24.0,BLACK
1015700,MALE,,HISPANIC
1015713,MALE,26.0,BLACK
1015717,MALE,34.0,BLACK
1015724,MALE,31.0,BLACK
1015741,MALE,26.0,BLACK
1015742,MALE,,BLACK
1015757,FEMALE,,HISPANIC
1015768,FEMALE,22.0,WHITE
1015807,FEMALE,,
1015816,MALE,29.0,HISPANIC
1015820,FEMALE,,BLACK
1015820,FEMALE,,BLACK
1015826,MALE,14.0,BLACK
1015837,FEMALE,60.0,BLACK
1015840,FEMALE,,BLACK
1015847,FEMALE,,BLACK
1015852,FEMALE,,BLACK
1015857,MALE,27.0,BLACK
1015879,FEMALE,25.0,BLACK
1015885,FEMALE,24.0,BLACK
1015889,MALE,35.0,BLACK
1015925,FEMALE,29.0,BLACK
1015931,MALE,39.0,BLACK
1015931,MALE,27.0,BLACK
1015935,MALE,20.0,BLACK
1015936,MALE,33.0,BLACK
1015937,MALE,,BLACK
1015938,FEMALE,,BLACK
1015938,FEMALE,,BLACK
1015940,MALE,,BLACK
1015945,MALE,41.0,BLACK
1015948,FEMALE,25.0,BLACK
1015953,MALE,27.0,BLACK
1015955,FEMALE,,BLACK
1015955,FEMALE,,BLACK
1015959,MALE,41.0,BLACK
1015964,FEMALE,36.0,BLACK
1015965,MALE,48.0,BLACK
1015966,MALE,35.0,BLACK
1015967,MALE,30.0,BLACK
1015979,FEMALE,,WHITE
1015987,MALE,24.0,BLACK
1015996,MALE,63.0,BLACK
1015998,FEMALE,51.0,WHITE
1016000,MALE,25.0,HISPANIC
1016006,MALE,18.0,BLACK
1016020,FEMALE,,BLACK
1016027,MALE,38.0,BLACK
1016028,MALE,57.0,BLACK
1016030,MALE,,HISPANIC
1016030,MALE,24.0,HISPANIC
1016038,FEMALE,22.0,BLACK
1016038,FEMALE,25.0,BLACK
1016039,FEMALE,24.0,HISPANIC
1016040,FEMALE,28.0,BLACK
1016041,MALE,35.0,HISPANIC
1016046,MALE,,BLACK
1016069,MALE,,BLACK
