cr_id,gender,age,race
1045669,FEMALE,73.0,WHITE
1045670,FEMALE,26.0,BLACK
1045670,MALE,20.0,BLACK
1045681,MALE,56.0,HISPANIC
1045688,FEMALE,21.0,BLACK
1045690,MALE,8.0,BLACK
1045690,FEMALE,72.0,BLACK
1045691,MALE,21.0,BLACK
1045692,MALE,23.0,BLACK
1045702,MALE,,BLACK
1045713,MALE,21.0,HISPANIC
1045729,FEMALE,33.0,BLACK
1045729,FEMALE,29.0,BLACK
1045730,MALE,26.0,BLACK
1045732,MALE,44.0,HISPANIC
1045732,MALE,46.0,HISPANIC
1045736,MALE,,BLACK
1045739,FEMALE,44.0,BLACK
1045739,MALE,24.0,BLACK
1045740,MALE,45.0,BLACK
1045743,MALE,34.0,WHITE
1045748,MALE,21.0,BLACK
1045756,FEMALE,43.0,BLACK
1045764,MALE,53.0,WHITE
1045765,MALE,,BLACK
1045772,FEMALE,22.0,BLACK
1045774,MALE,22.0,BLACK
1045777,MALE,46.0,HISPANIC
1045781,FEMALE,10.0,BLACK
1045801,FEMALE,40.0,BLACK
1045812,MALE,54.0,BLACK
1045812,MALE,,BLACK
1045812,MALE,32.0,BLACK
1045812,MALE,25.0,BLACK
1045821,FEMALE,24.0,BLACK
1045847,FEMALE,21.0,WHITE
1045852,MALE,,BLACK
1045854,MALE,20.0,BLACK
1045854,FEMALE,20.0,BLACK
1045861,MALE,25.0,BLACK
1045861,FEMALE,24.0,BLACK
1045877,FEMALE,75.0,BLACK
1045877,MALE,27.0,BLACK
1045885,MALE,33.0,BLACK
1045885,MALE,29.0,BLACK
1045893,FEMALE,12.0,HISPANIC
1045894,FEMALE,28.0,HISPANIC
1045894,MALE,,HISPANIC
1045896,MALE,39.0,BLACK
1045899,MALE,26.0,BLACK
1045902,FEMALE,22.0,BLACK
1045913,MALE,,BLACK
1045915,MALE,25.0,WHITE
1045929,MALE,22.0,HISPANIC
1045937,MALE,31.0,BLACK
1045937,MALE,23.0,BLACK
1045937,MALE,30.0,BLACK
1045941,FEMALE,,HISPANIC
1045941,MALE,,HISPANIC
1045941,MALE,,HISPANIC
1045946,FEMALE,,BLACK
1045950,MALE,35.0,BLACK
1045959,MALE,18.0,WHITE
1045959,MALE,16.0,WHITE
1045960,FEMALE,48.0,BLACK
1045981,MALE,19.0,BLACK
1045981,MALE,17.0,BLACK
1045988,FEMALE,18.0,BLACK
1045991,MALE,31.0,BLACK
1045997,MALE,39.0,BLACK
1046004,MALE,20.0,BLACK
1046011,MALE,,
1046011,FEMALE,,
1046040,MALE,22.0,HISPANIC
1046042,MALE,22.0,BLACK
1046058,MALE,22.0,BLACK
1046063,MALE,29.0,BLACK
1046066,MALE,19.0,BLACK
1046071,MALE,18.0,BLACK
1046073,MALE,47.0,WHITE
1046083,FEMALE,21.0,BLACK
1046085,MALE,19.0,HISPANIC
1046089,MALE,19.0,BLACK
1046089,MALE,,BLACK
1046089,MALE,21.0,BLACK
1046098,MALE,39.0,WHITE
1046100,MALE,27.0,BLACK
1046105,FEMALE,38.0,BLACK
1046107,MALE,24.0,BLACK
1046121,MALE,31.0,BLACK
1046123,MALE,,BLACK
1046124,FEMALE,27.0,BLACK
1046124,MALE,31.0,BLACK
1046127,MALE,29.0,WHITE
1046137,MALE,39.0,BLACK
1046140,MALE,22.0,HISPANIC
1046144,FEMALE,50.0,BLACK
1046148,MALE,54.0,BLACK
1046150,FEMALE,,BLACK
1046157,FEMALE,40.0,BLACK
1046167,FEMALE,,BLACK
1046172,MALE,21.0,BLACK
1046172,MALE,22.0,BLACK
1046173,FEMALE,23.0,BLACK
1046175,MALE,23.0,BLACK
1046178,MALE,19.0,BLACK
1046178,MALE,23.0,BLACK
1046184,FEMALE,,BLACK
1046185,FEMALE,20.0,BLACK
1046207,MALE,21.0,BLACK
1046221,MALE,,BLACK
1046228,MALE,22.0,BLACK
1046230,MALE,57.0,WHITE
1046237,FEMALE,36.0,BLACK
1046239,MALE,19.0,BLACK
1046239,MALE,17.0,BLACK
1046248,MALE,35.0,BLACK
1046260,FEMALE,20.0,
1046262,MALE,28.0,HISPANIC
1046280,FEMALE,,WHITE
1046285,MALE,59.0,BLACK
1046291,MALE,29.0,BLACK
1046293,MALE,24.0,WHITE
1046295,MALE,30.0,BLACK
1046295,MALE,37.0,BLACK
1046295,MALE,,BLACK
1046308,MALE,22.0,HISPANIC
1046311,FEMALE,,WHITE
1046313,FEMALE,12.0,BLACK
1046317,MALE,17.0,BLACK
1046317,MALE,19.0,BLACK
1046320,MALE,29.0,HISPANIC
1046339,FEMALE,20.0,BLACK
1046341,MALE,,BLACK
1046347,MALE,47.0,BLACK
1046349,MALE,44.0,BLACK
1046375,MALE,,WHITE
1046377,MALE,30.0,WHITE
1046383,FEMALE,35.0,BLACK
1046385,MALE,37.0,BLACK
1046385,MALE,,BLACK
1046390,MALE,46.0,BLACK
1046401,MALE,23.0,WHITE
1046401,MALE,24.0,BLACK
1046407,MALE,25.0,BLACK
1046416,FEMALE,29.0,HISPANIC
1046439,MALE,21.0,BLACK
1046444,MALE,32.0,BLACK
1046455,MALE,27.0,HISPANIC
1046459,FEMALE,34.0,HISPANIC
1046459,FEMALE,12.0,HISPANIC
1046459,MALE,9.0,HISPANIC
1046459,MALE,36.0,HISPANIC
1046459,FEMALE,35.0,HISPANIC
1046459,MALE,36.0,HISPANIC
1046459,MALE,17.0,HISPANIC
1046459,FEMALE,61.0,HISPANIC
1046459,MALE,29.0,HISPANIC
1046459,MALE,34.0,HISPANIC
1046463,FEMALE,28.0,WHITE
1046464,FEMALE,,WHITE
1046477,MALE,31.0,BLACK
1046479,FEMALE,43.0,BLACK
1046479,MALE,29.0,BLACK
1046482,MALE,21.0,BLACK
1046484,FEMALE,64.0,BLACK
1046484,MALE,26.0,BLACK
1046494,FEMALE,21.0,BLACK
1046494,MALE,27.0,BLACK
1046519,MALE,27.0,BLACK
1046520,MALE,57.0,BLACK
1046521,MALE,37.0,BLACK
1046521,MALE,25.0,BLACK
1046521,MALE,26.0,BLACK
1046522,MALE,23.0,BLACK
1046524,MALE,46.0,BLACK
1046527,MALE,35.0,BLACK
1046536,MALE,24.0,BLACK
1046543,MALE,20.0,HISPANIC
1046547,MALE,22.0,HISPANIC
1046551,MALE,40.0,BLACK
1046553,MALE,24.0,BLACK
1046554,MALE,35.0,ASIAN/PACIFIC ISLANDER
1046556,FEMALE,,HISPANIC
1046562,FEMALE,,BLACK
1046571,FEMALE,20.0,WHITE
1046574,FEMALE,,BLACK
1046578,MALE,30.0,BLACK
1046587,FEMALE,32.0,WHITE
1046588,FEMALE,22.0,BLACK
1046610,FEMALE,55.0,BLACK
1046611,FEMALE,22.0,BLACK
1046614,MALE,54.0,WHITE
1046624,MALE,30.0,WHITE
1046629,MALE,38.0,HISPANIC
1046629,FEMALE,58.0,WHITE
1046638,MALE,20.0,BLACK
1046644,FEMALE,26.0,BLACK
1046660,MALE,22.0,HISPANIC
1046660,MALE,21.0,HISPANIC
1046666,FEMALE,45.0,BLACK
1046673,MALE,22.0,BLACK
1046695,FEMALE,26.0,BLACK
1046696,FEMALE,78.0,BLACK
1046704,FEMALE,50.0,BLACK
1046711,FEMALE,32.0,BLACK
1046711,FEMALE,24.0,BLACK
1046716,MALE,44.0,BLACK
1046722,MALE,24.0,BLACK
1046727,MALE,46.0,BLACK
1046735,FEMALE,55.0,WHITE
1046736,MALE,29.0,ASIAN/PACIFIC ISLANDER
1046736,MALE,31.0,ASIAN/PACIFIC ISLANDER
1046739,FEMALE,42.0,BLACK
1046739,MALE,27.0,BLACK
1046742,MALE,,BLACK
1046742,FEMALE,,BLACK
1046748,MALE,,BLACK
1046751,MALE,,BLACK
1046757,MALE,21.0,BLACK
1046764,MALE,33.0,WHITE
1046772,FEMALE,18.0,BLACK
1046772,MALE,16.0,BLACK
1046774,FEMALE,23.0,NATIVE AMERICAN/ALASKAN NATIVE
1046777,MALE,20.0,BLACK
1046785,MALE,24.0,BLACK
1046788,MALE,20.0,BLACK
1046794,FEMALE,54.0,BLACK
1046805,MALE,23.0,BLACK
1046809,MALE,,BLACK
1046810,MALE,,WHITE
1046811,FEMALE,49.0,BLACK
1046813,MALE,43.0,BLACK
1046813,MALE,45.0,BLACK
1046815,MALE,24.0,BLACK
1046840,FEMALE,19.0,HISPANIC
1046849,FEMALE,,BLACK
1046856,MALE,35.0,BLACK
1046862,MALE,21.0,BLACK
1046880,MALE,,WHITE
1046887,MALE,23.0,BLACK
1046899,FEMALE,68.0,BLACK
1046907,MALE,56.0,BLACK
1046922,MALE,31.0,BLACK
1046927,MALE,45.0,BLACK
1046928,MALE,,BLACK
1046928,FEMALE,,BLACK
1046929,MALE,24.0,WHITE
1046940,FEMALE,22.0,BLACK
1046940,FEMALE,37.0,BLACK
1046950,FEMALE,36.0,BLACK
1046972,FEMALE,,WHITE
1046980,FEMALE,52.0,BLACK
1046980,MALE,9.0,BLACK
1046980,MALE,13.0,BLACK
1046982,MALE,28.0,BLACK
1046987,MALE,23.0,
1046989,MALE,20.0,BLACK
1047004,MALE,,BLACK
1047010,MALE,26.0,BLACK
1047011,MALE,31.0,HISPANIC
1047030,FEMALE,28.0,BLACK
1047032,FEMALE,51.0,BLACK
1047032,MALE,57.0,BLACK
1047034,MALE,22.0,HISPANIC
1047034,MALE,,HISPANIC
1047034,MALE,27.0,HISPANIC
1047042,MALE,,WHITE
1047045,MALE,,BLACK
1047064,FEMALE,24.0,BLACK
1047064,MALE,26.0,BLACK
1047069,MALE,19.0,BLACK
1047071,FEMALE,,BLACK
1047071,FEMALE,41.0,BLACK
1047074,MALE,25.0,BLACK
1047075,MALE,,
1047079,MALE,27.0,BLACK
1047088,FEMALE,23.0,BLACK
1047093,MALE,17.0,BLACK
1047096,FEMALE,,HISPANIC
1047096,MALE,41.0,HISPANIC
1047098,MALE,20.0,BLACK
1047101,MALE,32.0,BLACK
1047104,MALE,,HISPANIC
1047106,FEMALE,34.0,HISPANIC
1047114,FEMALE,23.0,BLACK
1047152,MALE,32.0,BLACK
1047159,FEMALE,66.0,BLACK
1047163,MALE,31.0,BLACK
1047165,MALE,,BLACK
1047169,MALE,23.0,BLACK
1047174,MALE,33.0,BLACK
1047180,MALE,32.0,HISPANIC
1047183,MALE,27.0,WHITE
1047188,MALE,,BLACK
1047193,MALE,23.0,BLACK
1047201,FEMALE,33.0,WHITE
1047216,MALE,20.0,BLACK
1047217,MALE,21.0,BLACK
1047220,MALE,23.0,BLACK
1047229,FEMALE,25.0,BLACK
1047237,MALE,41.0,BLACK
1047240,MALE,25.0,BLACK
1047240,MALE,26.0,BLACK
1047240,MALE,28.0,BLACK
1047240,FEMALE,20.0,BLACK
1047241,FEMALE,,BLACK
1047244,MALE,28.0,BLACK
1047253,MALE,36.0,BLACK
1047253,MALE,48.0,BLACK
1047264,MALE,22.0,BLACK
1047265,MALE,19.0,BLACK
1047266,MALE,36.0,BLACK
1047279,MALE,21.0,BLACK
1047293,MALE,64.0,BLACK
1047299,MALE,,WHITE
1047303,MALE,51.0,BLACK
1047313,MALE,23.0,HISPANIC
1047316,MALE,49.0,BLACK
1047316,MALE,45.0,BLACK
1047325,MALE,23.0,BLACK
1047327,MALE,,BLACK
1047327,MALE,,BLACK
1047331,MALE,38.0,BLACK
1047332,MALE,38.0,HISPANIC
1047352,MALE,27.0,BLACK
1047356,FEMALE,,BLACK
1047358,MALE,,BLACK
1047366,FEMALE,35.0,BLACK
1047369,FEMALE,27.0,BLACK
1047369,MALE,26.0,BLACK
1047380,MALE,26.0,BLACK
1047391,MALE,21.0,BLACK
1047391,MALE,22.0,BLACK
1047402,FEMALE,49.0,BLACK
1047411,MALE,,HISPANIC
1047412,FEMALE,14.0,WHITE
1047417,MALE,26.0,BLACK
1047418,MALE,58.0,BLACK
1047427,FEMALE,,BLACK
1047428,MALE,53.0,BLACK
1047432,MALE,,HISPANIC
1047433,FEMALE,,BLACK
1047464,MALE,,HISPANIC
1047464,MALE,,HISPANIC
1047467,MALE,27.0,BLACK
1047471,MALE,,HISPANIC
1047472,FEMALE,,HISPANIC
1047481,FEMALE,34.0,WHITE
1047482,MALE,23.0,WHITE
1047484,MALE,,HISPANIC
1047505,FEMALE,22.0,BLACK
1047507,MALE,20.0,BLACK
1047509,MALE,26.0,BLACK
1047511,MALE,30.0,BLACK
1047520,,,
1047525,MALE,,BLACK
1047525,MALE,16.0,BLACK
1047525,MALE,,BLACK
1047525,MALE,23.0,BLACK
1047528,MALE,45.0,BLACK
1047529,MALE,,
1047531,MALE,21.0,WHITE
1047533,,24.0,BLACK
1047534,MALE,29.0,BLACK
1047534,MALE,,BLACK
1047534,MALE,27.0,BLACK
1047534,MALE,,BLACK
1047534,MALE,,BLACK
1047536,MALE,36.0,BLACK
1047538,MALE,34.0,HISPANIC
1047538,FEMALE,30.0,WHITE
1047557,FEMALE,40.0,WHITE
1047560,FEMALE,20.0,BLACK
1047562,MALE,52.0,BLACK
1047565,MALE,20.0,BLACK
1047578,FEMALE,29.0,BLACK
1047578,MALE,22.0,BLACK
1047583,MALE,21.0,BLACK
1047586,FEMALE,19.0,BLACK
1047599,MALE,,BLACK
1047603,FEMALE,21.0,BLACK
1047605,MALE,34.0,BLACK
1047609,MALE,51.0,WHITE
1047610,MALE,25.0,BLACK
1047612,MALE,28.0,BLACK
1047613,FEMALE,20.0,WHITE
1047615,MALE,20.0,BLACK
1047624,MALE,17.0,BLACK
1047624,MALE,24.0,BLACK
1047637,MALE,27.0,BLACK
1047651,MALE,39.0,BLACK
1047657,MALE,34.0,BLACK
1047669,MALE,25.0,BLACK
1047670,MALE,17.0,BLACK
1047680,MALE,23.0,BLACK
1047682,FEMALE,37.0,WHITE
1047682,MALE,42.0,WHITE
1047689,FEMALE,51.0,BLACK
1047716,MALE,40.0,HISPANIC
1047721,FEMALE,,BLACK
1047721,MALE,,BLACK
1047721,FEMALE,,WHITE
1047732,FEMALE,38.0,BLACK
1047735,FEMALE,50.0,BLACK
1047735,MALE,23.0,BLACK
1047737,MALE,26.0,BLACK
1047743,MALE,,BLACK
1047745,MALE,38.0,BLACK
1047748,MALE,,BLACK
1047749,FEMALE,26.0,BLACK
1047749,FEMALE,,BLACK
1047767,FEMALE,,WHITE
1047779,FEMALE,,BLACK
1047779,MALE,,BLACK
1047779,FEMALE,29.0,BLACK
1047780,FEMALE,22.0,WHITE
1047784,FEMALE,,BLACK
1047789,FEMALE,37.0,BLACK
1047791,MALE,21.0,BLACK
1047796,FEMALE,26.0,BLACK
1047796,FEMALE,22.0,BLACK
1047796,FEMALE,49.0,BLACK
1047798,FEMALE,53.0,BLACK
1047800,MALE,23.0,HISPANIC
1047800,MALE,29.0,HISPANIC
1047806,MALE,,HISPANIC
1047808,MALE,48.0,BLACK
1047808,MALE,39.0,BLACK
1047808,MALE,37.0,BLACK
1047809,MALE,24.0,BLACK
1047809,MALE,,BLACK
1047810,MALE,48.0,BLACK
1047812,MALE,38.0,
1047813,FEMALE,38.0,
1047815,MALE,26.0,BLACK
1047840,MALE,40.0,BLACK
1047840,MALE,25.0,BLACK
1047845,MALE,51.0,ASIAN/PACIFIC ISLANDER
1047849,MALE,34.0,BLACK
1047852,MALE,,BLACK
1047853,FEMALE,24.0,HISPANIC
1047853,FEMALE,43.0,HISPANIC
1047861,MALE,28.0,BLACK
1047861,MALE,27.0,BLACK
1047867,FEMALE,34.0,BLACK
1047872,MALE,21.0,BLACK
1047872,MALE,23.0,BLACK
1047879,FEMALE,,WHITE
1047883,MALE,32.0,BLACK
1047890,MALE,22.0,BLACK
1047900,FEMALE,44.0,HISPANIC
1047905,MALE,,
1047930,MALE,27.0,BLACK
1047933,FEMALE,,BLACK
1047933,FEMALE,,BLACK
1047946,MALE,20.0,ASIAN/PACIFIC ISLANDER
1047958,FEMALE,33.0,BLACK
1047962,MALE,22.0,BLACK
1047964,MALE,42.0,BLACK
1047973,MALE,26.0,BLACK
1047973,MALE,33.0,BLACK
1047976,MALE,29.0,HISPANIC
1047976,FEMALE,,HISPANIC
1047984,FEMALE,45.0,WHITE
1048002,FEMALE,36.0,BLACK
1048004,FEMALE,17.0,BLACK
1048007,MALE,24.0,BLACK
1048007,MALE,24.0,BLACK
1048009,MALE,40.0,WHITE
1048023,MALE,32.0,BLACK
1048025,FEMALE,19.0,HISPANIC
1048026,FEMALE,29.0,BLACK
1048033,FEMALE,26.0,BLACK
1048034,FEMALE,33.0,BLACK
1048046,MALE,43.0,HISPANIC
1048060,MALE,52.0,BLACK
1048066,MALE,21.0,WHITE
1048066,MALE,19.0,HISPANIC
1048069,MALE,,BLACK
1048069,MALE,,BLACK
1048069,MALE,,BLACK
1048073,FEMALE,17.0,BLACK
1048076,MALE,,BLACK
1048077,MALE,43.0,BLACK
1048090,FEMALE,28.0,HISPANIC
1048093,MALE,22.0,HISPANIC
1048097,FEMALE,,BLACK
1048102,MALE,24.0,BLACK
1048117,MALE,39.0,WHITE
1048125,MALE,41.0,BLACK
1048127,FEMALE,42.0,BLACK
1048127,MALE,44.0,BLACK
1048127,MALE,41.0,BLACK
1048133,MALE,23.0,HISPANIC
1048134,MALE,,
1048134,MALE,,BLACK
1048139,FEMALE,,BLACK
1048144,MALE,,BLACK
1048153,FEMALE,29.0,BLACK
1048153,FEMALE,24.0,BLACK
1048159,FEMALE,56.0,BLACK
1048165,MALE,83.0,BLACK
1048165,FEMALE,34.0,BLACK
1048167,MALE,24.0,BLACK
1048176,FEMALE,72.0,BLACK
1048182,MALE,75.0,WHITE
1048182,MALE,30.0,BLACK
1048188,MALE,45.0,HISPANIC
1048200,FEMALE,59.0,BLACK
1048200,MALE,76.0,BLACK
1048204,MALE,25.0,BLACK
1048211,FEMALE,48.0,BLACK
1048214,MALE,,HISPANIC
1048214,FEMALE,,HISPANIC
1048225,FEMALE,94.0,BLACK
1048229,MALE,,BLACK
1048253,FEMALE,51.0,WHITE
1048253,MALE,,HISPANIC
1048257,FEMALE,64.0,BLACK
1048268,MALE,21.0,BLACK
1048268,MALE,19.0,BLACK
1048272,MALE,55.0,BLACK
1048273,MALE,55.0,BLACK
1048278,FEMALE,89.0,WHITE
1048286,MALE,46.0,HISPANIC
1048293,MALE,23.0,BLACK
1048293,FEMALE,39.0,BLACK
1048314,MALE,19.0,BLACK
1048328,MALE,37.0,BLACK
1048328,MALE,38.0,BLACK
1048346,MALE,,BLACK
1048347,MALE,49.0,BLACK
1048352,MALE,28.0,WHITE
1048352,MALE,24.0,WHITE
1048404,FEMALE,26.0,WHITE
1048406,MALE,34.0,BLACK
1048413,MALE,,BLACK
1048413,FEMALE,30.0,BLACK
1048418,FEMALE,,HISPANIC
1048434,MALE,24.0,BLACK
1048439,FEMALE,33.0,BLACK
1048452,FEMALE,22.0,HISPANIC
1048452,FEMALE,21.0,HISPANIC
1048457,MALE,27.0,HISPANIC
1048457,FEMALE,24.0,HISPANIC
1048458,MALE,,BLACK
1048463,MALE,53.0,BLACK
1048465,MALE,25.0,BLACK
1048467,MALE,17.0,BLACK
1048470,FEMALE,48.0,HISPANIC
1048479,MALE,21.0,BLACK
1048481,MALE,,BLACK
1048481,MALE,,BLACK
1048488,MALE,,BLACK
1048489,FEMALE,21.0,BLACK
1048494,MALE,24.0,BLACK
1048516,FEMALE,34.0,BLACK
1048520,FEMALE,,WHITE
1048532,FEMALE,32.0,BLACK
1048535,FEMALE,39.0,WHITE
1048537,FEMALE,,BLACK
1048542,MALE,64.0,BLACK
1048547,FEMALE,39.0,BLACK
1048547,MALE,55.0,BLACK
1048551,FEMALE,56.0,BLACK
1048552,FEMALE,24.0,WHITE
1048558,MALE,22.0,BLACK
1048562,FEMALE,42.0,BLACK
1048575,MALE,,BLACK
1048592,MALE,29.0,BLACK
1048592,FEMALE,18.0,BLACK
1048592,FEMALE,51.0,BLACK
1048592,FEMALE,34.0,BLACK
1048593,FEMALE,21.0,BLACK
1048597,MALE,20.0,WHITE
1048599,MALE,41.0,BLACK
1048600,FEMALE,19.0,WHITE
1048614,FEMALE,37.0,HISPANIC
1048614,MALE,,WHITE
1048615,MALE,33.0,BLACK
1048622,MALE,22.0,BLACK
1048635,MALE,56.0,BLACK
1048644,MALE,,BLACK
1048644,MALE,,BLACK
1048647,MALE,,WHITE
1048650,MALE,28.0,BLACK
1048656,MALE,22.0,BLACK
1048663,FEMALE,64.0,BLACK
1048670,MALE,,HISPANIC
1048670,MALE,22.0,HISPANIC
1048670,FEMALE,21.0,HISPANIC
1048673,MALE,,BLACK
1048679,MALE,24.0,BLACK
1048682,FEMALE,20.0,HISPANIC
1048686,MALE,21.0,BLACK
1048695,MALE,38.0,BLACK
1048713,MALE,24.0,BLACK
1048719,MALE,42.0,BLACK
1048723,MALE,,BLACK
1048723,FEMALE,,HISPANIC
1048732,FEMALE,20.0,BLACK
1048734,FEMALE,81.0,BLACK
1048734,FEMALE,25.0,BLACK
1048734,FEMALE,25.0,BLACK
1048742,FEMALE,,BLACK
1048742,MALE,30.0,BLACK
1048742,MALE,,BLACK
1048749,MALE,31.0,BLACK
1048779,MALE,22.0,BLACK
1048792,FEMALE,36.0,HISPANIC
1048797,MALE,22.0,BLACK
1048797,MALE,19.0,BLACK
1048801,FEMALE,,WHITE
1048816,MALE,33.0,BLACK
1048828,MALE,30.0,BLACK
1048830,MALE,22.0,BLACK
1048834,MALE,,BLACK
1048837,MALE,19.0,BLACK
1048837,FEMALE,21.0,BLACK
1048841,MALE,33.0,WHITE
1048849,FEMALE,25.0,BLACK
1048849,FEMALE,27.0,BLACK
1048852,MALE,,BLACK
1048852,MALE,,BLACK
1048852,MALE,,BLACK
1048868,MALE,43.0,BLACK
1048871,MALE,,WHITE
1048874,MALE,50.0,WHITE
1048877,FEMALE,34.0,BLACK
1048885,MALE,24.0,BLACK
1048894,MALE,43.0,BLACK
1048898,MALE,31.0,WHITE
1048901,MALE,,BLACK
1048902,FEMALE,,BLACK
1048904,MALE,24.0,BLACK
1048915,FEMALE,65.0,HISPANIC
1048919,MALE,,BLACK
1048924,MALE,5.0,BLACK
1048926,MALE,23.0,BLACK
1048931,MALE,23.0,WHITE
1048939,MALE,20.0,BLACK
1048957,MALE,55.0,BLACK
1048962,FEMALE,22.0,BLACK
1048978,MALE,27.0,HISPANIC
1048978,MALE,,HISPANIC
1048978,FEMALE,57.0,HISPANIC
1048983,MALE,31.0,BLACK
1048989,MALE,29.0,BLACK
1048999,FEMALE,35.0,WHITE
1049001,MALE,47.0,BLACK
1049002,MALE,21.0,BLACK
1049002,MALE,21.0,BLACK
1049003,MALE,25.0,WHITE
1049011,MALE,7.0,WHITE
1049012,MALE,50.0,BLACK
1049029,MALE,19.0,HISPANIC
1049030,MALE,20.0,BLACK
1049032,MALE,64.0,WHITE
1049037,MALE,,BLACK
1049045,MALE,18.0,BLACK
1049057,MALE,,BLACK
1049067,FEMALE,22.0,BLACK
1049069,FEMALE,41.0,BLACK
1049069,MALE,45.0,BLACK
1049069,FEMALE,,BLACK
1049073,MALE,25.0,BLACK
1049077,MALE,24.0,BLACK
1049077,MALE,,BLACK
1049081,FEMALE,22.0,BLACK
1049086,FEMALE,21.0,BLACK
1049088,MALE,14.0,BLACK
1049105,MALE,30.0,WHITE
1049111,FEMALE,,BLACK
1049113,FEMALE,22.0,HISPANIC
1049114,MALE,28.0,WHITE
1049115,MALE,17.0,BLACK
1049118,FEMALE,,BLACK
1049123,MALE,26.0,BLACK
1049127,FEMALE,18.0,BLACK
1049127,MALE,24.0,BLACK
1049135,FEMALE,25.0,BLACK
1049136,FEMALE,77.0,BLACK
1049136,MALE,36.0,BLACK
1049146,FEMALE,,BLACK
1049151,MALE,34.0,BLACK
1049154,FEMALE,46.0,BLACK
1049155,MALE,34.0,BLACK
1049165,MALE,22.0,BLACK
1049169,MALE,48.0,BLACK
1049172,MALE,21.0,BLACK
1049178,FEMALE,36.0,BLACK
1049187,MALE,19.0,BLACK
1049193,FEMALE,22.0,BLACK
1049194,MALE,31.0,BLACK
1049208,MALE,,BLACK
1049208,MALE,34.0,BLACK
1049212,FEMALE,52.0,BLACK
1049219,MALE,,WHITE
1049226,FEMALE,34.0,BLACK
1049245,MALE,,
1049246,MALE,48.0,BLACK
1049247,FEMALE,31.0,HISPANIC
1049250,MALE,20.0,BLACK
1049257,MALE,52.0,BLACK
1049258,MALE,52.0,BLACK
1049263,MALE,22.0,BLACK
1049267,MALE,20.0,BLACK
1049267,MALE,21.0,BLACK
1049269,FEMALE,,BLACK
1049280,MALE,,WHITE
1049280,MALE,,HISPANIC
1049286,MALE,,BLACK
1049291,MALE,30.0,BLACK
1049299,FEMALE,29.0,BLACK
1049299,MALE,47.0,BLACK
1049309,FEMALE,,HISPANIC
1049310,FEMALE,35.0,BLACK
1049312,FEMALE,17.0,HISPANIC
1049329,MALE,21.0,HISPANIC
1049343,MALE,28.0,BLACK
1049348,FEMALE,24.0,BLACK
1049348,MALE,,BLACK
1049350,MALE,22.0,HISPANIC
1049353,FEMALE,40.0,WHITE
1049368,MALE,,BLACK
1049371,FEMALE,42.0,BLACK
1049372,FEMALE,57.0,BLACK
1049382,MALE,24.0,BLACK
1049383,MALE,53.0,WHITE
1049387,FEMALE,16.0,BLACK
1049400,FEMALE,14.0,BLACK
1049400,FEMALE,17.0,BLACK
1049406,FEMALE,33.0,BLACK
1049423,FEMALE,,BLACK
1049431,MALE,17.0,BLACK
1049436,MALE,,BLACK
1049441,FEMALE,23.0,BLACK
1049450,FEMALE,59.0,BLACK
1049455,MALE,,BLACK
1049461,FEMALE,50.0,BLACK
1049466,FEMALE,27.0,
1049472,FEMALE,50.0,BLACK
1049476,MALE,26.0,BLACK
1049476,FEMALE,,BLACK
1049487,MALE,27.0,BLACK
1049488,MALE,24.0,BLACK
1049494,MALE,20.0,BLACK
1049495,FEMALE,23.0,BLACK
1049495,FEMALE,21.0,BLACK
1049515,FEMALE,45.0,HISPANIC
1049518,MALE,54.0,BLACK
1049519,MALE,21.0,BLACK
1049523,FEMALE,46.0,BLACK
1049524,FEMALE,21.0,BLACK
1049525,MALE,23.0,BLACK
1049525,MALE,27.0,BLACK
1049525,FEMALE,50.0,BLACK
1049525,FEMALE,36.0,BLACK
1049528,MALE,45.0,BLACK
1049528,FEMALE,59.0,BLACK
1049531,MALE,14.0,BLACK
1049534,FEMALE,51.0,BLACK
1049537,MALE,25.0,HISPANIC
1049540,MALE,34.0,WHITE
1049569,FEMALE,65.0,WHITE
1049571,MALE,20.0,BLACK
1049578,MALE,40.0,BLACK
1049580,MALE,47.0,WHITE
1049584,MALE,37.0,BLACK
1049588,MALE,19.0,HISPANIC
1049599,FEMALE,,BLACK
1049609,MALE,,BLACK
1049611,MALE,,BLACK
1049621,MALE,22.0,BLACK
1049623,MALE,18.0,BLACK
1049629,FEMALE,46.0,WHITE
1049631,MALE,27.0,BLACK
1049640,FEMALE,,BLACK
1049646,FEMALE,22.0,BLACK
1049647,FEMALE,50.0,BLACK
1049662,FEMALE,29.0,BLACK
1049666,FEMALE,,
1049670,MALE,28.0,HISPANIC
1049671,MALE,28.0,HISPANIC
1049673,MALE,45.0,BLACK
1049702,MALE,,
1049715,MALE,43.0,BLACK
1049715,MALE,25.0,BLACK
1049715,MALE,26.0,BLACK
1049715,MALE,27.0,BLACK
1049715,MALE,29.0,BLACK
1049715,MALE,29.0,BLACK
1049715,MALE,24.0,BLACK
1049715,MALE,31.0,BLACK
1049715,FEMALE,39.0,BLACK
1049721,MALE,,HISPANIC
1049723,MALE,13.0,HISPANIC
1049725,MALE,56.0,BLACK
1049732,MALE,46.0,BLACK
1049734,FEMALE,,HISPANIC
1049738,MALE,24.0,BLACK
1049738,MALE,29.0,BLACK
1049741,MALE,26.0,HISPANIC
1049762,MALE,30.0,BLACK
