subject_ID,list_of_trr_id,gender,race,age,pb,subcats,age_band
17092.0,"48590,",MALE,WHITE,26.0,0.0,3.3,20-29
17093.0,"48596,48598,",MALE,BLACK,25.0,0.0,4.2,20-29
17094.0,"48600,48603,",MALE,BLACK,18.0,0.0,3.3,<20
17095.0,"48604,",MALE,BLACK,25.0,0.0,2.0,20-29
17096.0,"48605,48610,",MALE,BLACK,38.0,0.0,4.2,30-39
17097.0,"48607,48608,",MALE,BLACK,33.0,0.0,"4.2, 3.3",30-39
40082.0,"48609,48612,",FEMALE,BLACK,25.0,1.0,"4.2, 3.3",20-29
17098.0,"48611,48616,",MALE,WHITE,24.0,0.0,"4.2, 3.3",20-29
17099.0,"48614,",MALE,BLACK,27.0,0.0,"4.2, 3.3",20-29
40183.0,"48617,",MALE,HISPANIC,18.0,0.0,"4.2, 3.3",<20
40184.0,"48618,",MALE,HISPANIC,18.0,0.0,"4.2, 3.3",<20
17100.0,"48620,48621,",MALE,WHITE,42.0,0.0,4.2,40-49
17101.0,"48623,48626,",MALE,BLACK,24.0,1.0,"2.0, 4.1, 6.0",20-29
17102.0,"48630,",MALE,BLACK,46.0,0.0,"4.2, 3.3",40-49
17103.0,"48636,",MALE,HISPANIC,24.0,0.0,"4.2, 3.3",20-29
17104.0,"48638,",MALE,BLACK,44.0,1.0,"3.3, 3.2, 4.1, 4.2, 5.1",40-49
17105.0,"48642,48644,",FEMALE,BLACK,20.0,0.0,4.2,20-29
17106.0,"48646,48648,48650,48651,",MALE,BLACK,40.0,0.0,4.2,40-49
17107.0,"48656,",MALE,BLACK,21.0,0.0,4.2,20-29
17108.0,"48658,",MALE,BLACK,31.0,0.0,"4.2, 4.1, 3.3",30-39
17109.0,"48661,48662,48663,",MALE,BLACK,20.0,0.0,5.3,20-29
17110.0,"48664,",FEMALE,BLACK,19.0,0.0,"2.0, 3.3",<20
17111.0,"48666,48667,",MALE,BLACK,21.0,0.0,"4.2, 3.3, 5.1",20-29
17112.0,"48668,",MALE,BLACK,22.0,0.0,5.3,20-29
17113.0,"48670,48671,",MALE,BLACK,22.0,0.0,4.1,20-29
40186.0,"48672,",MALE,BLACK,31.0,0.0,4.2,30-39
17114.0,"48673,48674,",MALE,WHITE,44.0,0.0,,40-49
17115.0,"48675,",MALE,BLACK,30.0,1.0,4.2,30-39
17116.0,"48676,",MALE,BLACK,21.0,0.0,,20-29
40185.0,"48677,48678,48679,",MALE,BLACK,37.0,0.0,"2.0, 4.2",30-39
17117.0,"48680,",MALE,BLACK,26.0,0.0,"4.2, 3.3, 5.1",20-29
17118.0,"48682,",FEMALE,BLACK,39.0,0.0,"2.0, 4.2, 3.3",30-39
17119.0,"48684,",MALE,BLACK,39.0,0.0,,30-39
17120.0,"48688,",MALE,BLACK,20.0,0.0,2.0,20-29
17121.0,"48689,",MALE,HISPANIC,36.0,0.0,4.2,30-39
17122.0,"48693,48694,",MALE,BLACK,22.0,0.0,"4.2, 3.3, 5.1",20-29
17123.0,"48696,48698,",MALE,BLACK,25.0,0.0,"4.2, 5.1",20-29
17124.0,"48700,",MALE,BLACK,18.0,0.0,"2.0, 4.2, 3.3, 5.1",<20
17125.0,"48702,",MALE,WHITE,26.0,0.0,"5.2, 5.1",20-29
17126.0,"48703,48704,",MALE,BLACK,29.0,0.0,4.2,20-29
17127.0,"48708,",MALE,WHITE,23.0,0.0,"4.2, 3.3",20-29
17128.0,"48709,48710,",MALE,BLACK,36.0,0.0,"4.2, 3.3",30-39
17129.0,"48712,",MALE,BLACK,26.0,0.0,"2.0, 4.1",20-29
17130.0,"48714,",MALE,BLACK,37.0,0.0,"3.3, 5.2, 2.0, 4.1, 4.2, 5.1",30-39
40187.0,"48715,",MALE,BLACK,26.0,1.0,"2.0, 5.3, 4.2",20-29
17131.0,"48716,",MALE,BLACK,24.0,0.0,4.2,20-29
17132.0,"48717,48718,",MALE,BLACK,32.0,0.0,"2.0, 4.2",30-39
40189.0,"48720,",MALE,BLACK,26.0,0.0,4.1,20-29
40188.0,"48722,48723,",MALE,BLACK,24.0,0.0,2.0,20-29
40190.0,"48725,",MALE,BLACK,34.0,1.0,4.2,30-39
40191.0,"48726,",MALE,BLACK,32.0,0.0,"4.2, 3.3",30-39
17133.0,"48728,",MALE,BLACK,38.0,1.0,6.0,30-39
40192.0,"48732,48734,48735,",MALE,BLACK,20.0,1.0,"5.3, 4.2",20-29
17134.0,"48736,48738,48740,",MALE,HISPANIC,26.0,0.0,2.0,20-29
17135.0,"48741,48744,",MALE,BLACK,32.0,0.0,2.0,30-39
17136.0,"48742,",MALE,BLACK,24.0,0.0,,20-29
17137.0,"48743,",MALE,BLACK,27.0,0.0,"4.2, 3.3",20-29
17138.0,"48745,",MALE,BLACK,34.0,0.0,"2.0, 4.2",30-39
17139.0,"48746,48747,",MALE,BLACK,18.0,0.0,"4.2, 3.3",<20
17140.0,"48748,",FEMALE,WHITE,19.0,0.0,6.0,<20
17141.0,"48750,",MALE,BLACK,23.0,0.0,"2.0, 4.2, 3.3",20-29
17142.0,"48751,",MALE,BLACK,21.0,0.0,2.0,20-29
17143.0,"48752,48758,",MALE,WHITE,25.0,1.0,3.3,20-29
17144.0,"48753,",FEMALE,BLACK,20.0,0.0,"3.1, 4.2, 5.3",20-29
17145.0,"48754,",MALE,BLACK,27.0,1.0,4.2,20-29
17146.0,"48759,48762,48764,",MALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
17147.0,"48760,",FEMALE,WHITE,25.0,0.0,"2.0, 4.2",20-29
17148.0,"48768,48770,",MALE,WHITE,19.0,1.0,4.2,<20
17149.0,"48772,",MALE,BLACK,28.0,0.0,4.2,20-29
17150.0,"48774,48775,48780,",MALE,HISPANIC,20.0,0.0,"4.2, 3.3",20-29
17151.0,"48776,",MALE,BLACK,24.0,1.0,4.2,20-29
17152.0,"48777,48778,",MALE,BLACK,24.0,1.0,"4.2, 3.3",20-29
17153.0,"48784,48785,",MALE,BLACK,26.0,0.0,4.2,20-29
17154.0,"48786,48788,",MALE,BLACK,43.0,1.0,"4.2, 4.1",40-49
17155.0,"48787,48790,48792,",MALE,WHITE,34.0,1.0,"4.2, 3.3",30-39
17156.0,"48791,",MALE,BLACK,26.0,0.0,"2.0, 4.2, 3.3",20-29
17157.0,"48794,48795,",MALE,BLACK,21.0,0.0,4.2,20-29
17158.0,"48796,",MALE,BLACK,21.0,0.0,"4.2, 5.1",20-29
17159.0,"48798,48800,",MALE,WHITE,42.0,0.0,"4.2, 3.3",40-49
17160.0,"48801,",MALE,BLACK,36.0,0.0,"5.3, 3.3",30-39
17161.0,"48802,48804,",MALE,BLACK,50.0,1.0,"2.0, 4.2, 5.1",50-59
17162.0,"48803,48808,",MALE,BLACK,25.0,1.0,"4.2, 3.3",20-29
17163.0,"48806,48807,",MALE,BLACK,27.0,0.0,4.2,20-29
40193.0,"48812,48813,48814,48816,",MALE,BLACK,41.0,0.0,"2.0, 3.3",40-49
17164.0,"48818,",MALE,BLACK,21.0,0.0,4.2,20-29
17165.0,"48824,",MALE,BLACK,25.0,0.0,4.2,20-29
17167.0,"48834,",MALE,BLACK,20.0,0.0,"4.2, 3.3",20-29
17168.0,"48836,48838,",MALE,BLACK,33.0,0.0,"4.2, 5.3",30-39
17169.0,"48840,",MALE,BLACK,27.0,0.0,"4.2, 3.3, 5.1",20-29
17170.0,"48841,",MALE,BLACK,20.0,0.0,2.0,20-29
40195.0,"48842,",MALE,BLACK,49.0,0.0,"4.2, 3.3",40-49
17171.0,"48844,",MALE,BLACK,20.0,0.0,"4.2, 5.1",20-29
17172.0,"48845,",MALE,HISPANIC,47.0,0.0,6.0,40-49
17173.0,"48846,48849,",MALE,BLACK,23.0,1.0,"4.2, 3.3",20-29
17174.0,"48848,",MALE,BLACK,21.0,0.0,"3.3, 5.1",20-29
17175.0,"48854,",FEMALE,BLACK,19.0,0.0,"4.2, 3.3",<20
17176.0,"48855,",MALE,BLACK,38.0,0.0,"2.0, 5.1",30-39
17177.0,"48862,48864,",MALE,BLACK,19.0,0.0,"2.0, 6.0",<20
17178.0,"48866,",MALE,BLACK,18.0,0.0,3.3,<20
17179.0,"48870,",MALE,BLACK,21.0,0.0,"4.2, 3.3, 5.1",20-29
17180.0,"48872,48873,",MALE,BLACK,53.0,0.0,"4.2, 5.1",50-59
17181.0,"48874,48876,",MALE,BLACK,46.0,0.0,"4.2, 5.2",40-49
17182.0,"48875,",MALE,BLACK,27.0,0.0,"4.2, 5.1",20-29
17183.0,"48877,",MALE,BLACK,19.0,0.0,4.2,<20
17184.0,"48878,",MALE,BLACK,25.0,0.0,3.3,20-29
17185.0,"48880,",MALE,BLACK,45.0,0.0,3.3,40-49
17186.0,"48883,",MALE,BLACK,22.0,0.0,5.1,20-29
17187.0,"48884,",MALE,BLACK,28.0,0.0,4.2,20-29
17188.0,"48886,48887,48888,48889,",MALE,BLACK,41.0,0.0,"4.2, 4.1, 5.3",40-49
17189.0,"48890,48892,",MALE,HISPANIC,31.0,0.0,4.2,30-39
17190.0,"48894,",MALE,HISPANIC,25.0,1.0,"4.2, 5.1",20-29
17191.0,"48895,48896,",MALE,BLACK,38.0,0.0,4.2,30-39
17192.0,"48897,48898,",MALE,BLACK,18.0,1.0,"4.2, 3.3",<20
17193.0,"48900,48901,",FEMALE,BLACK,27.0,1.0,"4.2, 4.1, 3.3",20-29
40196.0,"48903,48904,48905,48907,48908,",MALE,BLACK,30.0,0.0,"4.2, 3.3",30-39
17194.0,"48909,48912,",MALE,BLACK,49.0,0.0,"4.2, 4.1, 3.3",40-49
17195.0,"48910,48911,",MALE,BLACK,21.0,0.0,"3.1, 2.0",20-29
17196.0,"48914,",MALE,BLACK,26.0,0.0,"4.2, 3.3, 5.2",20-29
17197.0,"48915,",MALE,BLACK,25.0,0.0,,20-29
17198.0,"48916,",MALE,BLACK,34.0,0.0,"4.2, 3.3",30-39
17199.0,"48918,",FEMALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
17200.0,"48920,",MALE,BLACK,31.0,0.0,"4.2, 3.3",30-39
17201.0,"48922,",MALE,HISPANIC,20.0,0.0,"4.2, 3.3",20-29
17202.0,"48924,",MALE,WHITE,21.0,0.0,2.0,20-29
17203.0,"48926,",MALE,BLACK,26.0,0.0,4.2,20-29
17204.0,"48928,",MALE,BLACK,27.0,0.0,"2.0, 4.2, 3.3",20-29
17205.0,"48929,48930,",MALE,BLACK,27.0,0.0,4.2,20-29
17206.0,"48931,",MALE,BLACK,22.0,1.0,4.2,20-29
17207.0,"48934,48935,",MALE,HISPANIC,43.0,0.0,"4.2, 4.1",40-49
17208.0,"48938,",FEMALE,BLACK,37.0,0.0,3.3,30-39
17209.0,"48940,",FEMALE,WHITE,26.0,0.0,"4.2, 3.3, 5.1",20-29
17210.0,"48941,",FEMALE,BLACK,41.0,0.0,"4.2, 3.3, 5.1",40-49
17211.0,"48942,48944,",MALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
17212.0,"48943,48946,",MALE,BLACK,21.0,0.0,"2.0, 4.2, 4.1, 3.3",20-29
17213.0,"48945,",MALE,BLACK,40.0,1.0,3.3,40-49
17214.0,"48948,",MALE,BLACK,64.0,0.0,"4.2, 3.3",60-69
17215.0,"48949,48950,",MALE,BLACK,34.0,0.0,3.3,30-39
17216.0,"48951,48953,",MALE,BLACK,48.0,0.0,"2.0, 4.2, 5.1",40-49
17217.0,"48952,",MALE,BLACK,52.0,1.0,4.2,50-59
17218.0,"48954,",MALE,BLACK,33.0,1.0,"2.0, 4.2",30-39
17219.0,"48955,48956,",MALE,BLACK,30.0,0.0,3.3,30-39
17220.0,"48960,",MALE,HISPANIC,37.0,0.0,"4.2, 3.3, 5.1",30-39
17221.0,"48967,",MALE,WHITE,21.0,0.0,3.3,20-29
17222.0,"48974,",MALE,BLACK,47.0,0.0,4.2,40-49
17223.0,"48976,",MALE,WHITE,31.0,0.0,4.2,30-39
17224.0,"48978,",MALE,BLACK,41.0,0.0,2.0,40-49
17225.0,"48979,48980,",MALE,BLACK,45.0,0.0,4.2,40-49
17226.0,"48982,",MALE,WHITE,25.0,1.0,"4.2, 5.1",20-29
17227.0,"48984,",MALE,BLACK,34.0,0.0,6.0,30-39
40198.0,"48985,48986,",MALE,BLACK,19.0,0.0,"2.0, 3.3",<20
17228.0,"48987,48993,48996,",MALE,BLACK,40.0,0.0,4.2,40-49
17229.0,"48988,48990,",MALE,BLACK,23.0,0.0,"4.2, 4.1, 3.3",20-29
17230.0,"48991,48992,48994,",MALE,BLACK,29.0,0.0,4.2,20-29
17231.0,"48998,",MALE,BLACK,19.0,0.0,4.1,<20
17232.0,"49002,",MALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
40199.0,"49004,",MALE,HISPANIC,19.0,0.0,"2.0, 3.3",<20
40200.0,"49005,49008,",MALE,HISPANIC,38.0,0.0,"4.2, 3.3",30-39
17233.0,"49006,",MALE,BLACK,23.0,0.0,"5.1, 2.0, 4.2, 5.3",20-29
17234.0,"49009,49011,49012,",MALE,BLACK,19.0,0.0,,<20
17235.0,"49013,49016,",MALE,BLACK,47.0,0.0,2.0,40-49
17236.0,"49014,",MALE,BLACK,19.0,0.0,4.2,<20
17237.0,"49018,",MALE,BLACK,26.0,1.0,4.2,20-29
17238.0,"49020,",FEMALE,WHITE,37.0,0.0,2.0,30-39
17239.0,"49026,",MALE,WHITE,22.0,0.0,"4.2, 5.1",20-29
17240.0,"49027,",MALE,BLACK,21.0,0.0,"4.2, 3.3",20-29
17241.0,"49028,",MALE,BLACK,45.0,0.0,3.3,40-49
17242.0,"49030,",MALE,BLACK,28.0,0.0,"2.0, 4.2, 3.3",20-29
40202.0,"49032,",MALE,BLACK,49.0,0.0,4.2,40-49
40203.0,"49033,",MALE,BLACK,49.0,1.0,"5.1, 4.2, 5.3",40-49
17243.0,"49034,",MALE,BLACK,41.0,0.0,4.2,40-49
17244.0,"49035,49040,49041,",MALE,BLACK,43.0,0.0,"4.2, 3.3, 5.2, 5.1",40-49
17245.0,"49036,",MALE,BLACK,18.0,0.0,2.0,<20
40204.0,"49037,",MALE,WHITE,21.0,0.0,3.3,20-29
17246.0,"49042,",MALE,WHITE,24.0,0.0,"4.2, 3.3",20-29
17247.0,"49044,",MALE,BLACK,20.0,1.0,"5.3, 4.2, 3.3",20-29
17248.0,"49045,",MALE,WHITE,20.0,0.0,,20-29
17249.0,"49050,49052,",MALE,BLACK,26.0,0.0,"2.0, 4.2, 4.1, 5.2",20-29
17250.0,"49060,",MALE,WHITE,34.0,0.0,"4.2, 3.3, 5.1",30-39
17251.0,"49061,",MALE,HISPANIC,25.0,0.0,"2.0, 4.2",20-29
17252.0,"49062,",MALE,WHITE,30.0,0.0,"4.2, 3.3",30-39
17253.0,"49063,49065,",MALE,BLACK,26.0,0.0,3.3,20-29
17254.0,"49064,",FEMALE,BLACK,23.0,1.0,3.3,20-29
17255.0,"49066,49068,",MALE,HISPANIC,30.0,1.0,4.2,30-39
17256.0,"49070,",MALE,BLACK,20.0,1.0,4.2,20-29
17257.0,"49072,",MALE,HISPANIC,32.0,0.0,"4.2, 3.3",30-39
17258.0,"49074,49075,",MALE,BLACK,24.0,1.0,"4.2, 3.3",20-29
17259.0,"49076,49078,",MALE,BLACK,22.0,0.0,"2.0, 4.2, 3.3",20-29
17260.0,"49079,49084,",MALE,WHITE,20.0,0.0,"4.2, 3.3",20-29
17261.0,"49080,",MALE,BLACK,28.0,0.0,3.3,20-29
17262.0,"49082,",MALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
17263.0,"49086,",MALE,HISPANIC,23.0,0.0,,20-29
17264.0,"49088,49090,",MALE,BLACK,21.0,1.0,4.2,20-29
17265.0,"49089,",MALE,BLACK,21.0,0.0,"4.2, 3.3",20-29
17266.0,"49094,",MALE,BLACK,21.0,1.0,3.3,20-29
17267.0,"49098,",MALE,BLACK,20.0,0.0,"4.2, 5.1",20-29
17268.0,"49099,49101,49102,49103,",MALE,BLACK,23.0,0.0,"4.2, 3.3, 5.1",20-29
17269.0,"49100,",MALE,BLACK,42.0,0.0,3.3,40-49
40206.0,"49104,49106,",FEMALE,BLACK,21.0,1.0,"4.2, 3.3",20-29
40207.0,"49107,",FEMALE,BLACK,22.0,1.0,4.2,20-29
17270.0,"49108,",MALE,BLACK,22.0,1.0,"4.2, 3.3",20-29
17271.0,"49112,49114,",MALE,BLACK,56.0,0.0,3.3,50-59
17272.0,"49115,",MALE,BLACK,50.0,0.0,3.3,50-59
17273.0,"49119,",MALE,BLACK,21.0,0.0,"4.2, 3.3",20-29
17274.0,"49122,",MALE,BLACK,28.0,1.0,"5.1, 4.2, 5.2, 5.3",20-29
17275.0,"49124,",FEMALE,BLACK,29.0,0.0,"4.2, 3.3, 5.2",20-29
17276.0,"49126,",MALE,BLACK,31.0,0.0,4.2,30-39
17277.0,"49127,49130,49132,",MALE,BLACK,20.0,0.0,"4.2, 4.1, 3.3",20-29
17278.0,"49128,",FEMALE,HISPANIC,45.0,0.0,4.1,40-49
17279.0,"49135,",FEMALE,BLACK,31.0,0.0,"4.2, 3.3",30-39
17280.0,"49138,49140,49142,49143,",MALE,BLACK,25.0,1.0,"3.1, 4.2, 3.3",20-29
17281.0,"49145,49146,",MALE,BLACK,18.0,0.0,4.2,<20
17282.0,"49148,49149,49150,",MALE,BLACK,23.0,0.0,4.2,20-29
40209.0,"49151,",MALE,WHITE,34.0,0.0,4.2,30-39
40208.0,"49152,",FEMALE,WHITE,23.0,0.0,"2.0, 3.3",20-29
40210.0,"49153,",MALE,WHITE,26.0,0.0,"2.0, 3.3",20-29
17283.0,"49154,",MALE,BLACK,43.0,0.0,"4.2, 4.1",40-49
17284.0,"49156,",MALE,BLACK,50.0,1.0,"4.2, 4.1, 3.3",50-59
17285.0,"49160,",MALE,BLACK,20.0,0.0,3.3,20-29
40211.0,"49162,49163,49164,",MALE,BLACK,28.0,0.0,"4.2, 3.3",20-29
17286.0,"49171,49174,49176,",MALE,BLACK,31.0,1.0,"3.1, 4.2, 3.3",30-39
17287.0,"49178,",MALE,BLACK,21.0,0.0,"4.2, 3.3, 5.1",20-29
17288.0,"49180,",MALE,BLACK,32.0,0.0,3.3,30-39
17289.0,"49182,",MALE,BLACK,20.0,1.0,4.2,20-29
17290.0,"49184,49189,",MALE,BLACK,23.0,0.0,,20-29
17291.0,"49187,",MALE,BLACK,26.0,0.0,"2.0, 4.2, 3.3",20-29
17292.0,"49188,49191,49196,",FEMALE,BLACK,20.0,0.0,"4.2, 3.3",20-29
17293.0,"49190,",MALE,BLACK,22.0,1.0,"5.3, 3.3",20-29
17294.0,"49192,",MALE,HISPANIC,23.0,1.0,4.2,20-29
40085.0,"49194,",MALE,BLACK,39.0,0.0,4.2,30-39
17295.0,"49195,49198,",MALE,BLACK,29.0,0.0,"2.0, 5.2",20-29
17296.0,"49200,",FEMALE,BLACK,40.0,0.0,4.2,40-49
17297.0,"49202,",MALE,WHITE,18.0,0.0,"2.0, 4.2",<20
17298.0,"49206,",MALE,BLACK,18.0,0.0,"4.1, 3.3",<20
17299.0,"49209,",MALE,BLACK,25.0,1.0,4.2,20-29
17300.0,"49218,49220,",MALE,BLACK,26.0,0.0,3.3,20-29
17301.0,"49222,",MALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
17302.0,"49224,49226,49227,",MALE,BLACK,20.0,0.0,"4.2, 3.3, 5.1",20-29
17303.0,"49225,",FEMALE,HISPANIC,18.0,0.0,4.1,<20
17304.0,"49229,",MALE,HISPANIC,21.0,0.0,5.1,20-29
17305.0,"49230,49232,",MALE,BLACK,31.0,1.0,4.2,30-39
17306.0,"49239,49244,",FEMALE,BLACK,20.0,0.0,"4.2, 3.3",20-29
17307.0,"49240,49241,49242,",MALE,BLACK,22.0,0.0,5.2,20-29
40212.0,"49247,49249,49254,",MALE,BLACK,52.0,0.0,"2.0, 4.2, 3.3",50-59
40213.0,"49248,",FEMALE,BLACK,37.0,0.0,"2.0, 4.2, 3.3",30-39
17308.0,"49250,",MALE,BLACK,20.0,0.0,4.2,20-29
17309.0,"49251,",MALE,BLACK,25.0,0.0,"2.0, 4.2, 5.1",20-29
40214.0,"49252,",MALE,BLACK,37.0,1.0,"4.2, 3.3, 5.1",30-39
17310.0,"49256,49258,49259,49261,",FEMALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
17311.0,"49262,49265,",MALE,BLACK,25.0,1.0,"4.2, 3.3",20-29
17312.0,"49264,",MALE,WHITE,26.0,0.0,4.2,20-29
17313.0,"49266,49267,49268,49269,49270,49272,",MALE,BLACK,27.0,0.0,4.1,20-29
17314.0,"49276,49278,",FEMALE,BLACK,20.0,0.0,4.1,20-29
17315.0,"49277,49284,49286,",MALE,BLACK,44.0,1.0,"4.2, 3.3, 5.2",40-49
17316.0,"49281,49282,",MALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
17317.0,"49285,49292,",MALE,BLACK,41.0,0.0,"2.0, 4.2, 3.3, 3.1",40-49
17318.0,"49287,49288,",MALE,BLACK,40.0,0.0,"4.2, 3.3, 5.1",40-49
17319.0,"49290,",MALE,BLACK,49.0,0.0,"4.2, 4.1, 3.3",40-49
17320.0,"49293,",MALE,WHITE,25.0,0.0,4.2,20-29
17321.0,"49294,49302,",MALE,BLACK,40.0,0.0,"4.2, 5.2, 5.1",40-49
17322.0,"49295,",MALE,BLACK,21.0,1.0,"5.3, 4.2, 3.3",20-29
17323.0,"49296,",FEMALE,BLACK,45.0,0.0,"4.2, 3.3, 5.1",40-49
17324.0,"49297,",FEMALE,HISPANIC,34.0,0.0,4.1,30-39
17325.0,"49298,49299,",MALE,BLACK,32.0,0.0,"4.2, 3.3, 5.1",30-39
17326.0,"49300,",MALE,WHITE,25.0,0.0,"4.2, 3.3",20-29
17327.0,"49301,49304,",MALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
17328.0,"49306,",MALE,BLACK,47.0,0.0,"4.2, 5.1",40-49
17329.0,"49308,",MALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
17330.0,"49309,49310,",MALE,BLACK,27.0,0.0,"4.2, 5.1",20-29
17331.0,"49311,",MALE,BLACK,37.0,0.0,"4.1, 3.3",30-39
17332.0,"49312,49314,",FEMALE,BLACK,27.0,0.0,"4.2, 3.3",20-29
17333.0,"49316,",MALE,HISPANIC,26.0,0.0,"4.1, 3.3",20-29
17334.0,"49318,",MALE,BLACK,22.0,0.0,"4.2, 5.2",20-29
17335.0,"49320,49321,49322,",FEMALE,BLACK,20.0,0.0,4.2,20-29
17336.0,"49324,49326,",FEMALE,BLACK,30.0,1.0,4.2,30-39
40216.0,"49330,",FEMALE,BLACK,28.0,0.0,4.2,20-29
40217.0,"49332,",MALE,BLACK,30.0,0.0,4.2,30-39
17337.0,"49340,49342,",MALE,BLACK,23.0,0.0,4.2,20-29
17338.0,"49344,",MALE,BLACK,28.0,0.0,"2.0, 4.2, 4.1",20-29
17339.0,"49348,",FEMALE,BLACK,38.0,0.0,4.2,30-39
17340.0,"49350,49351,",MALE,BLACK,26.0,0.0,3.3,20-29
17341.0,"49354,49356,",MALE,BLACK,26.0,0.0,"4.2, 3.3",20-29
40219.0,"49358,",MALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
40218.0,"49360,",MALE,BLACK,21.0,0.0,3.3,20-29
17342.0,"49362,",MALE,BLACK,26.0,0.0,5.3,20-29
17343.0,"49364,",MALE,BLACK,30.0,1.0,"2.0, 4.2",30-39
17344.0,"49366,49371,",MALE,BLACK,18.0,0.0,"4.2, 3.3",<20
40220.0,"49369,",MALE,BLACK,26.0,0.0,5.3,20-29
40221.0,"49370,",MALE,BLACK,21.0,1.0,4.2,20-29
17345.0,"49372,49374,",MALE,BLACK,29.0,0.0,4.2,20-29
40222.0,"49373,",MALE,HISPANIC,25.0,0.0,"4.2, 3.3",20-29
40223.0,"49376,",MALE,WHITE,25.0,0.0,3.3,20-29
17346.0,"49384,",MALE,BLACK,25.0,0.0,,20-29
17347.0,"49385,49388,49390,",MALE,BLACK,25.0,1.0,"4.2, 3.3",20-29
40224.0,"49386,",MALE,BLACK,18.0,0.0,"4.2, 3.3",<20
40225.0,"49387,",MALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
17348.0,"49389,",MALE,BLACK,34.0,0.0,4.2,30-39
17349.0,"49391,49392,",MALE,BLACK,32.0,0.0,"4.2, 3.3",30-39
17350.0,"49394,",MALE,BLACK,21.0,0.0,"4.2, 3.3, 5.2, 5.1",20-29
17351.0,"49396,49397,",MALE,BLACK,33.0,0.0,"3.1, 3.3, 5.2, 5.3, 4.2, 5.1",30-39
17352.0,"49404,49405,",MALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
17353.0,"49406,",MALE,BLACK,18.0,0.0,4.2,<20
17354.0,"49407,49412,",FEMALE,BLACK,27.0,0.0,"4.2, 3.3",20-29
17355.0,"49408,",MALE,BLACK,48.0,0.0,,40-49
17356.0,"49409,",MALE,HISPANIC,27.0,0.0,"2.0, 4.2, 5.2",20-29
17357.0,"49410,",MALE,BLACK,18.0,0.0,3.3,<20
40226.0,"49413,49420,",FEMALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
17358.0,"49414,",MALE,BLACK,22.0,0.0,"4.2, 5.1",20-29
17359.0,"49415,49424,",MALE,BLACK,29.0,1.0,"2.0, 5.3, 4.2",20-29
17360.0,"49416,",MALE,BLACK,19.0,0.0,"4.2, 3.3",<20
17361.0,"49418,",MALE,BLACK,20.0,0.0,"4.2, 3.3",20-29
40227.0,"49419,",MALE,BLACK,26.0,0.0,"4.2, 3.3",20-29
17362.0,"49422,",MALE,BLACK,48.0,1.0,4.2,40-49
17363.0,"49423,",FEMALE,BLACK,42.0,1.0,"4.2, 3.3",40-49
17364.0,"49426,",MALE,BLACK,45.0,1.0,4.2,40-49
17365.0,"49427,",MALE,BLACK,30.0,0.0,"4.2, 5.1",30-39
17366.0,"49428,",MALE,BLACK,29.0,0.0,"4.2, 3.3",20-29
17367.0,"49430,",MALE,BLACK,27.0,1.0,6.0,20-29
40229.0,"49432,",MALE,HISPANIC,44.0,0.0,"4.2, 3.3",40-49
40228.0,"49434,",MALE,BLACK,44.0,0.0,"4.2, 3.3",40-49
40230.0,"49435,",MALE,WHITE,42.0,0.0,"4.2, 3.3",40-49
17368.0,"49436,49437,49438,",MALE,BLACK,29.0,0.0,4.2,20-29
40231.0,"49440,",FEMALE,WHITE,21.0,0.0,2.0,20-29
17369.0,"49442,49444,",FEMALE,BLACK,30.0,0.0,"4.2, 3.3, 5.1",30-39
17370.0,"49446,",MALE,BLACK,49.0,0.0,3.3,40-49
17371.0,"49448,",MALE,BLACK,18.0,0.0,4.2,<20
17372.0,"49450,49451,",MALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
17373.0,"49452,",MALE,BLACK,30.0,0.0,"4.2, 4.1",30-39
17374.0,"49456,49457,49458,",MALE,BLACK,40.0,0.0,"4.2, 3.3, 5.1",40-49
17375.0,"49459,49462,49463,",MALE,BLACK,28.0,0.0,"4.2, 3.3, 5.1",20-29
17376.0,"49460,",MALE,BLACK,46.0,0.0,"4.2, 3.3",40-49
17377.0,"49464,",MALE,WHITE,42.0,1.0,4.2,40-49
17378.0,"49465,49466,",MALE,BLACK,29.0,0.0,"4.2, 3.3",20-29
40233.0,"49468,",MALE,BLACK,25.0,1.0,"4.2, 3.3",20-29
40232.0,"49470,",MALE,BLACK,26.0,0.0,4.2,20-29
17379.0,"49471,",MALE,BLACK,25.0,0.0,"4.2, 5.2",20-29
17380.0,"49478,",MALE,BLACK,30.0,0.0,4.2,30-39
17381.0,"49483,",FEMALE,BLACK,18.0,0.0,"4.2, 4.1",<20
