subject_ID,list_of_trr_id,gender,race,age,pb,subcats,age_band
4059.0,"9894,",MALE,ASIAN/PACIFIC ISLANDER,47.0,0.0,4.2,40-49
4060.0,"9895,9896,",MALE,BLACK,32.0,0.0,"4.2, 4.1",30-39
4061.0,"9897,",MALE,BLACK,41.0,1.0,"2.0, 4.2",40-49
4062.0,"9898,9899,",MALE,BLACK,41.0,0.0,"4.2, 4.1, 3.3, 5.1",40-49
4063.0,"9902,",MALE,HISPANIC,27.0,0.0,"4.2, 3.3, 5.1",20-29
4064.0,"9903,",MALE,BLACK,21.0,0.0,"4.2, 3.3, 5.1",20-29
4065.0,"9904,",MALE,BLACK,21.0,0.0,4.2,20-29
4066.0,"9905,9906,",FEMALE,BLACK,26.0,0.0,"4.2, 4.1",20-29
4067.0,"9907,9908,9909,",MALE,BLACK,25.0,1.0,6.0,20-29
4068.0,"9910,",MALE,HISPANIC,26.0,0.0,"4.2, 3.3",20-29
4069.0,"9911,9912,",MALE,BLACK,45.0,0.0,,40-49
36650.0,"9913,",FEMALE,BLACK,48.0,0.0,"2.0, 4.2",40-49
36651.0,"9915,",FEMALE,BLACK,25.0,0.0,"3.1, 2.0",20-29
36652.0,"9916,",MALE,BLACK,20.0,0.0,"4.2, 3.3, 5.3",20-29
4070.0,"9917,9918,",MALE,BLACK,30.0,0.0,"4.2, 3.3, 5.1",30-39
4071.0,"9919,9920,",MALE,BLACK,32.0,0.0,"4.2, 4.1",30-39
4072.0,"9921,",MALE,HISPANIC,25.0,0.0,4.2,20-29
4073.0,"9922,",FEMALE,BLACK,32.0,0.0,4.2,30-39
4074.0,"9923,9925,",MALE,BLACK,23.0,0.0,"2.0, 4.2, 4.1",20-29
4075.0,"9924,",MALE,HISPANIC,25.0,0.0,2.0,20-29
36653.0,"9926,9927,9928,9929,",MALE,BLACK,29.0,1.0,"4.2, 3.3",20-29
36654.0,"9930,",MALE,BLACK,25.0,0.0,"5.3, 4.2, 3.3, 5.1",20-29
36655.0,"9931,9937,",FEMALE,WHITE,29.0,0.0,"4.2, 3.3",20-29
36657.0,"9932,",FEMALE,BLACK,51.0,0.0,"4.2, 3.3",50-59
36659.0,"9933,",FEMALE,BLACK,51.0,1.0,"4.2, 5.3",50-59
4076.0,"9934,",MALE,WHITE,18.0,1.0,"4.2, 3.3",<20
36660.0,"9935,9936,9941,",MALE,BLACK,19.0,1.0,4.2,<20
36658.0,"9938,9940,",FEMALE,BLACK,54.0,0.0,,50-59
36656.0,"9939,",MALE,BLACK,44.0,1.0,"4.2, 5.1",40-49
4077.0,"9942,",MALE,BLACK,21.0,1.0,"4.2, 4.1, 3.3, 5.1",20-29
4078.0,"9943,9944,",MALE,BLACK,48.0,0.0,3.3,40-49
4079.0,"9946,",MALE,BLACK,36.0,0.0,4.2,30-39
4081.0,"9952,9953,9955,9956,",MALE,WHITE,30.0,1.0,"4.2, 4.1, 3.3, 5.1",30-39
36662.0,"9954,",MALE,BLACK,26.0,0.0,4.2,20-29
4082.0,"9957,",FEMALE,HISPANIC,41.0,1.0,"4.2, 3.3",40-49
36661.0,"9958,",FEMALE,BLACK,24.0,0.0,4.1,20-29
4083.0,"9959,",MALE,BLACK,35.0,0.0,5.1,30-39
4084.0,"9960,9964,9966,",MALE,BLACK,26.0,1.0,"4.2, 3.3",20-29
4085.0,"9961,",MALE,WHITE,52.0,0.0,"4.2, 3.3",50-59
4086.0,"9962,",MALE,BLACK,24.0,1.0,"4.2, 4.1, 3.3",20-29
4087.0,"9967,",FEMALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
4088.0,"9968,",MALE,BLACK,44.0,0.0,"4.2, 4.1, 3.3, 5.1",40-49
4089.0,"9970,",MALE,BLACK,41.0,0.0,"2.0, 4.2, 4.1",40-49
4090.0,"9971,",FEMALE,HISPANIC,44.0,1.0,"4.2, 3.3",40-49
4091.0,"9972,",MALE,HISPANIC,22.0,0.0,3.1,20-29
4092.0,"9973,",MALE,WHITE,48.0,0.0,3.1,40-49
4093.0,"9974,",FEMALE,HISPANIC,24.0,0.0,,20-29
4094.0,"9975,9976,",MALE,BLACK,29.0,0.0,3.3,20-29
4095.0,"9977,",MALE,BLACK,30.0,0.0,"2.0, 3.3",30-39
4096.0,"9978,",MALE,BLACK,21.0,0.0,4.1,20-29
4097.0,"9979,",MALE,BLACK,28.0,0.0,"5.3, 4.2",20-29
4098.0,"9980,",MALE,BLACK,27.0,1.0,4.2,20-29
4099.0,"9981,9982,",FEMALE,BLACK,41.0,1.0,4.2,40-49
4100.0,"9984,",MALE,BLACK,21.0,0.0,"4.2, 5.1",20-29
4101.0,"9985,",MALE,WHITE,27.0,0.0,"4.2, 3.3",20-29
4102.0,"9987,9990,",MALE,BLACK,44.0,0.0,4.2,40-49
4103.0,"9991,",MALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
4104.0,"9992,",MALE,HISPANIC,27.0,1.0,"4.2, 4.1, 3.3, 5.1",20-29
4105.0,"9993,",MALE,BLACK,21.0,0.0,"4.2, 4.1",20-29
4106.0,"9995,9996,",MALE,BLACK,22.0,1.0,5.3,20-29
4107.0,"9997,",MALE,BLACK,36.0,0.0,4.2,30-39
4108.0,"9998,",MALE,HISPANIC,19.0,0.0,"2.0, 4.2, 5.2, 5.1",<20
4109.0,"9999,10001,",MALE,WHITE,34.0,0.0,"2.0, 3.3",30-39
4110.0,"10000,",MALE,BLACK,35.0,0.0,"4.2, 3.3",30-39
4111.0,"10002,",MALE,WHITE,27.0,0.0,"4.2, 3.3",20-29
4112.0,"10003,10005,",MALE,HISPANIC,26.0,0.0,4.2,20-29
4113.0,"10004,10006,",MALE,BLACK,21.0,0.0,"4.2, 4.1, 3.3",20-29
4114.0,"10007,10009,",MALE,BLACK,41.0,0.0,4.2,40-49
4115.0,"10010,",MALE,BLACK,36.0,0.0,5.1,30-39
4116.0,"10011,10012,10015,",MALE,BLACK,24.0,0.0,"4.2, 4.1, 3.3, 5.1",20-29
4117.0,"10017,",MALE,BLACK,44.0,0.0,3.3,40-49
4118.0,"10018,",FEMALE,BLACK,73.0,0.0,"4.2, 3.3",70+
4119.0,"10019,10024,",MALE,BLACK,21.0,0.0,2.0,20-29
4120.0,"10020,10021,",MALE,BLACK,22.0,0.0,"2.0, 4.2, 3.3, 5.1",20-29
4121.0,"10022,",MALE,WHITE,21.0,1.0,4.2,20-29
4122.0,"10023,10026,10027,",MALE,BLACK,47.0,0.0,"3.1, 4.2, 3.3, 5.3",40-49
4123.0,"10025,",FEMALE,BLACK,23.0,0.0,,20-29
36663.0,"10028,10029,",MALE,BLACK,22.0,0.0,,20-29
36664.0,"10032,",FEMALE,BLACK,40.0,0.0,"4.2, 5.1",40-49
36667.0,"10033,",MALE,BLACK,19.0,0.0,3.3,<20
36665.0,"10034,",FEMALE,BLACK,38.0,0.0,"4.2, 3.3, 5.1",30-39
36666.0,"10035,",MALE,BLACK,23.0,0.0,4.2,20-29
4124.0,"10036,10037,",MALE,HISPANIC,22.0,0.0,3.3,20-29
4125.0,"10039,10040,",MALE,WHITE,21.0,1.0,4.2,20-29
4126.0,"10041,10044,",MALE,WHITE,28.0,0.0,"4.2, 3.3",20-29
4127.0,"10042,10045,",MALE,HISPANIC,22.0,0.0,4.2,20-29
4128.0,"10043,",MALE,BLACK,23.0,0.0,"4.2, 3.3, 5.1",20-29
4129.0,"10046,10047,",MALE,WHITE,25.0,0.0,"4.2, 3.3",20-29
4130.0,"10048,",MALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
4131.0,"10049,",MALE,BLACK,31.0,0.0,"3.3, 5.2, 2.0, 4.2, 5.1",30-39
4132.0,"10050,10051,",MALE,WHITE,28.0,1.0,"4.2, 3.3",20-29
4134.0,"10055,",MALE,BLACK,22.0,1.0,4.2,20-29
4135.0,"10057,10058,10059,",MALE,BLACK,43.0,0.0,"4.2, 3.3",40-49
4136.0,"10060,10061,",MALE,BLACK,37.0,0.0,"3.3, 5.2, 4.1, 4.2, 5.1",30-39
4137.0,"10062,10063,",MALE,BLACK,26.0,0.0,"4.2, 4.1, 3.3",20-29
4138.0,"10064,",MALE,BLACK,33.0,0.0,4.2,30-39
4139.0,"10065,10066,",MALE,BLACK,24.0,0.0,"2.0, 4.2",20-29
4140.0,"10068,",MALE,BLACK,20.0,0.0,5.3,20-29
4141.0,"10069,10072,10073,",MALE,HISPANIC,33.0,0.0,"4.2, 5.1",30-39
4142.0,"10070,10071,",FEMALE,BLACK,21.0,0.0,"2.0, 4.2, 5.1",20-29
4143.0,"10074,",MALE,BLACK,18.0,0.0,5.1,<20
4144.0,"10075,10076,",MALE,BLACK,44.0,0.0,"4.2, 4.1",40-49
4145.0,"10077,10078,",MALE,BLACK,32.0,0.0,"4.2, 3.3, 5.1",30-39
4146.0,"10079,",MALE,WHITE,44.0,1.0,"4.2, 3.3",40-49
4147.0,"10080,",MALE,BLACK,41.0,0.0,"4.2, 3.3",40-49
4148.0,"10081,",MALE,WHITE,28.0,1.0,"4.2, 3.3, 5.1",20-29
4149.0,"10082,10083,",MALE,BLACK,37.0,0.0,"2.0, 3.3",30-39
4150.0,"10084,10085,",MALE,BLACK,24.0,0.0,"4.2, 3.3, 5.1",20-29
4151.0,"10086,",MALE,BLACK,59.0,1.0,"4.2, 3.3",50-59
4152.0,"10087,10088,10089,",MALE,BLACK,22.0,1.0,4.2,20-29
4153.0,"10090,",MALE,BLACK,42.0,1.0,"4.2, 4.1, 3.3, 5.1",40-49
4154.0,"10091,10092,",MALE,BLACK,31.0,0.0,3.3,30-39
4155.0,"10093,",MALE,WHITE,51.0,0.0,"3.3, 2.0, 4.1, 4.2",50-59
4156.0,"10094,",MALE,BLACK,21.0,1.0,"2.0, 4.2",20-29
4157.0,"10095,",MALE,BLACK,21.0,0.0,,20-29
4158.0,"10096,",MALE,WHITE,18.0,0.0,"4.2, 3.3",<20
4159.0,"10097,10098,10099,",MALE,BLACK,49.0,0.0,"4.2, 3.3",40-49
4160.0,"10100,",MALE,BLACK,22.0,1.0,"4.2, 5.2",20-29
4161.0,"10101,",MALE,BLACK,31.0,0.0,"4.2, 3.3",30-39
4162.0,"10103,",MALE,BLACK,39.0,0.0,4.2,30-39
4163.0,"10104,",FEMALE,BLACK,27.0,0.0,3.3,20-29
4164.0,"10105,",MALE,BLACK,19.0,1.0,"4.2, 3.3",<20
4165.0,"10106,",MALE,BLACK,19.0,0.0,3.3,<20
36669.0,"10107,10110,",MALE,BLACK,27.0,0.0,4.2,20-29
4166.0,"10108,",MALE,WHITE,43.0,0.0,2.0,40-49
36668.0,"10109,",MALE,BLACK,30.0,1.0,"4.2, 3.3",30-39
4167.0,"10111,",FEMALE,BLACK,19.0,1.0,4.2,<20
4168.0,"10112,10114,10115,10116,10117,",MALE,BLACK,28.0,0.0,"4.2, 4.1, 3.3, 5.2",20-29
4169.0,"10118,",MALE,BLACK,19.0,1.0,4.2,<20
4170.0,"10119,10120,10121,10122,10123,10124,10126,",MALE,HISPANIC,30.0,0.0,"2.0, 3.3",30-39
4171.0,"10125,",MALE,BLACK,29.0,1.0,4.2,20-29
36670.0,"10127,",MALE,BLACK,40.0,0.0,"4.2, 3.3",40-49
36671.0,"10128,",MALE,BLACK,37.0,1.0,"5.3, 4.2, 3.3, 5.1",30-39
4172.0,"10129,10130,",FEMALE,BLACK,21.0,1.0,"4.2, 3.3",20-29
4173.0,"10131,",MALE,BLACK,40.0,0.0,4.1,40-49
4174.0,"10132,",MALE,BLACK,43.0,0.0,4.2,40-49
4175.0,"10135,10136,",MALE,HISPANIC,21.0,0.0,4.2,20-29
4176.0,"10137,10138,10139,10140,10141,10142,10144,10145,",FEMALE,BLACK,20.0,0.0,"3.3, 5.2, 4.1, 4.2, 5.1",20-29
4177.0,"10146,",MALE,BLACK,19.0,0.0,"4.2, 4.1, 3.3",<20
4178.0,"10147,10149,",MALE,BLACK,21.0,0.0,4.2,20-29
4179.0,"10148,",MALE,BLACK,30.0,0.0,,30-39
4180.0,"10150,",MALE,BLACK,26.0,0.0,"4.2, 4.1, 3.3, 5.1",20-29
4181.0,"10152,",MALE,BLACK,60.0,0.0,2.0,60-69
36673.0,"10154,10155,10157,",MALE,BLACK,20.0,0.0,3.3,20-29
36672.0,"10156,",MALE,BLACK,26.0,0.0,4.2,20-29
4182.0,"10160,",MALE,BLACK,28.0,0.0,,20-29
4183.0,"10161,",MALE,BLACK,29.0,0.0,"4.2, 3.3, 5.1",20-29
36674.0,"10162,",MALE,WHITE,20.0,0.0,"4.2, 3.3",20-29
36675.0,"10163,",MALE,WHITE,18.0,0.0,4.2,<20
4184.0,"10164,",MALE,BLACK,33.0,1.0,"2.0, 4.2",30-39
36289.0,"10165,",MALE,HISPANIC,25.0,0.0,"4.2, 3.3",20-29
36676.0,"10167,",MALE,HISPANIC,34.0,0.0,4.2,30-39
4185.0,"10168,10169,10170,10171,",MALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
4186.0,"10172,",MALE,BLACK,20.0,0.0,"2.0, 4.2",20-29
4187.0,"10173,10174,",MALE,BLACK,21.0,0.0,"4.2, 3.3, 5.1",20-29
4188.0,"10175,10176,10177,",MALE,BLACK,19.0,0.0,"2.0, 6.0",<20
36678.0,"10178,",MALE,BLACK,22.0,0.0,"4.2, 3.3, 5.3",20-29
4189.0,"10179,",MALE,BLACK,26.0,1.0,"5.3, 5.2",20-29
4190.0,"10180,10183,",MALE,BLACK,28.0,1.0,"4.2, 3.3",20-29
36679.0,"10181,10185,",MALE,BLACK,22.0,0.0,3.3,20-29
4191.0,"10182,10184,",MALE,BLACK,27.0,0.0,3.3,20-29
4192.0,"10188,",MALE,BLACK,19.0,0.0,5.1,<20
4193.0,"10189,10190,",MALE,BLACK,39.0,0.0,"4.2, 3.3",30-39
4194.0,"10191,",MALE,BLACK,26.0,0.0,"5.3, 3.3",20-29
4195.0,"10192,",MALE,BLACK,19.0,0.0,"4.2, 4.1",<20
4196.0,"10193,10196,",MALE,BLACK,21.0,1.0,"4.2, 3.3",20-29
4197.0,"10194,",MALE,HISPANIC,28.0,0.0,2.0,20-29
4198.0,"10195,",MALE,HISPANIC,28.0,0.0,"4.2, 4.1",20-29
4199.0,"10197,10198,",MALE,BLACK,22.0,0.0,2.0,20-29
4200.0,"10199,10200,10201,",MALE,BLACK,28.0,1.0,"4.2, 3.3",20-29
4201.0,"10202,10203,",MALE,BLACK,18.0,0.0,4.2,<20
36680.0,"10204,",MALE,BLACK,23.0,0.0,3.3,20-29
36681.0,"10205,",MALE,BLACK,23.0,0.0,4.2,20-29
36682.0,"10206,",MALE,BLACK,27.0,1.0,"2.0, 4.2, 3.3",20-29
36683.0,"10207,10210,",FEMALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
4202.0,"10208,10215,",MALE,HISPANIC,21.0,0.0,"4.2, 3.3",20-29
36684.0,"10209,10212,10216,",FEMALE,BLACK,37.0,0.0,"2.0, 4.2, 3.3",30-39
4203.0,"10211,10213,10214,10217,",MALE,BLACK,25.0,0.0,2.0,20-29
4204.0,"10218,10219,",MALE,BLACK,25.0,0.0,2.0,20-29
4205.0,"10220,10221,",FEMALE,BLACK,26.0,0.0,"4.2, 3.3",20-29
36685.0,"10222,",FEMALE,BLACK,30.0,0.0,3.3,30-39
4206.0,"10223,",MALE,BLACK,18.0,0.0,"4.2, 3.3",<20
36686.0,"10224,",FEMALE,BLACK,31.0,0.0,"4.2, 3.3",30-39
4207.0,"10226,10228,10230,10231,",MALE,BLACK,19.0,0.0,"4.2, 3.3",<20
4208.0,"10229,",MALE,BLACK,21.0,1.0,"2.0, 4.2, 3.3",20-29
4209.0,"10232,",FEMALE,BLACK,29.0,0.0,2.0,20-29
4210.0,"10233,",MALE,HISPANIC,29.0,0.0,4.2,20-29
4211.0,"10234,10235,",MALE,WHITE,23.0,0.0,"2.0, 4.1, 5.1",20-29
4212.0,"10236,",MALE,BLACK,45.0,0.0,"2.0, 4.2",40-49
4213.0,"10239,",MALE,BLACK,32.0,0.0,"4.2, 5.1",30-39
4214.0,"10242,10243,10244,",FEMALE,BLACK,42.0,0.0,,40-49
4215.0,"10246,10247,",MALE,BLACK,31.0,0.0,5.1,30-39
36687.0,"10250,",FEMALE,BLACK,21.0,1.0,"4.2, 3.3, 5.1",20-29
36688.0,"10251,",FEMALE,BLACK,20.0,0.0,"4.2, 3.3",20-29
4216.0,"10252,10254,",MALE,BLACK,30.0,1.0,"2.0, 5.1",30-39
4217.0,"10253,10255,",MALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
4218.0,"10256,",MALE,BLACK,36.0,0.0,,30-39
4219.0,"10257,10258,",MALE,WHITE,34.0,1.0,"4.2, 3.3",30-39
4220.0,"10259,10261,10262,",MALE,BLACK,26.0,0.0,4.2,20-29
4221.0,"10260,",MALE,WHITE,30.0,1.0,"4.2, 3.3",30-39
4222.0,"10263,10264,",MALE,BLACK,21.0,1.0,4.1,20-29
4223.0,"10265,10266,",FEMALE,BLACK,24.0,0.0,3.3,20-29
4224.0,"10267,10268,",MALE,BLACK,36.0,0.0,"2.0, 5.2",30-39
4225.0,"10269,",FEMALE,BLACK,31.0,0.0,"2.0, 3.3",30-39
4226.0,"10270,",MALE,BLACK,19.0,0.0,2.0,<20
4227.0,"10271,10272,",MALE,WHITE,40.0,0.0,4.2,40-49
4228.0,"10273,",MALE,BLACK,18.0,0.0,4.2,<20
4229.0,"10274,10275,",MALE,HISPANIC,19.0,0.0,"4.2, 3.3",<20
4230.0,"10276,10277,",MALE,BLACK,38.0,0.0,"4.2, 3.3",30-39
4231.0,"10278,",MALE,BLACK,20.0,0.0,4.2,20-29
4232.0,"10280,10281,10282,10284,",MALE,WHITE,43.0,0.0,,40-49
4233.0,"10283,",MALE,BLACK,19.0,1.0,"4.2, 3.3, 5.3",<20
4234.0,"10285,",MALE,BLACK,27.0,0.0,"5.3, 4.2, 5.2, 5.1",20-29
4235.0,"10286,",MALE,BLACK,21.0,0.0,"4.2, 3.3",20-29
36690.0,"10287,",FEMALE,BLACK,39.0,0.0,5.3,30-39
36689.0,"10288,",FEMALE,BLACK,38.0,0.0,3.3,30-39
4236.0,"10292,10295,",MALE,BLACK,23.0,0.0,4.2,20-29
4237.0,"10293,10296,10299,",MALE,BLACK,21.0,0.0,"4.2, 3.3",20-29
4238.0,"10302,",FEMALE,BLACK,18.0,0.0,4.2,<20
4239.0,"10303,",MALE,BLACK,36.0,0.0,"2.0, 3.3",30-39
4240.0,"10304,",MALE,BLACK,28.0,0.0,2.0,20-29
4241.0,"10305,",MALE,BLACK,38.0,0.0,3.3,30-39
4242.0,"10306,",MALE,BLACK,36.0,0.0,"4.2, 4.1, 5.1",30-39
4243.0,"10307,",MALE,BLACK,21.0,0.0,"2.0, 4.2, 3.3",20-29
4244.0,"10309,",MALE,BLACK,42.0,0.0,"4.2, 4.1",40-49
36691.0,"10310,10312,",MALE,HISPANIC,29.0,0.0,3.3,20-29
36692.0,"10311,",MALE,BLACK,26.0,0.0,"4.2, 3.3, 5.1",20-29
4245.0,"10313,10314,",MALE,BLACK,26.0,0.0,"4.1, 5.2",20-29
4246.0,"10315,",MALE,BLACK,23.0,0.0,"4.2, 3.3, 5.1",20-29
4247.0,"10318,",MALE,HISPANIC,26.0,0.0,"4.2, 3.3, 5.1",20-29
4248.0,"10319,",FEMALE,BLACK,52.0,0.0,"2.0, 4.2, 3.3",50-59
4249.0,"10320,",MALE,WHITE,28.0,0.0,,20-29
4250.0,"10321,10323,",MALE,BLACK,29.0,0.0,2.0,20-29
4251.0,"10322,",FEMALE,BLACK,21.0,0.0,"4.2, 3.3",20-29
4252.0,"10324,",MALE,HISPANIC,29.0,0.0,2.0,20-29
36693.0,"10325,10326,10327,",MALE,BLACK,24.0,0.0,4.2,20-29
36694.0,"10328,",MALE,BLACK,32.0,0.0,"4.2, 3.3",30-39
4253.0,"10329,",MALE,BLACK,22.0,0.0,"4.2, 3.3, 5.1",20-29
36695.0,"10330,",MALE,BLACK,18.0,0.0,4.2,<20
4254.0,"10331,10332,",MALE,BLACK,22.0,0.0,2.0,20-29
4255.0,"10333,",MALE,BLACK,27.0,0.0,4.2,20-29
4256.0,"10334,",MALE,WHITE,29.0,1.0,4.2,20-29
36696.0,"10335,",MALE,BLACK,24.0,0.0,3.3,20-29
4257.0,"10337,",MALE,WHITE,25.0,0.0,"4.2, 4.1, 5.2, 5.1",20-29
4258.0,"10338,",MALE,BLACK,45.0,0.0,4.2,40-49
4259.0,"10339,10340,",MALE,HISPANIC,28.0,1.0,6.0,20-29
4260.0,"10341,10342,",MALE,BLACK,22.0,0.0,3.3,20-29
4261.0,"10343,10344,",MALE,BLACK,49.0,0.0,5.1,40-49
4262.0,"10345,",FEMALE,BLACK,29.0,0.0,2.0,20-29
4263.0,"10346,",FEMALE,HISPANIC,42.0,0.0,"4.2, 3.3",40-49
4264.0,"10347,",MALE,BLACK,43.0,1.0,"4.2, 3.3",40-49
4265.0,"10348,10349,",MALE,BLACK,26.0,1.0,"4.2, 3.3",20-29
4266.0,"10350,10351,",MALE,BLACK,26.0,1.0,4.2,20-29
4267.0,"10353,10354,10355,",MALE,BLACK,22.0,0.0,"4.2, 3.3, 5.1",20-29
4268.0,"10357,",MALE,BLACK,22.0,0.0,"4.2, 5.3",20-29
4269.0,"10358,",MALE,BLACK,41.0,0.0,"4.2, 3.3",40-49
36697.0,"10359,10656,10659,",MALE,HISPANIC,40.0,0.0,"4.2, 3.3",40-49
4270.0,"10360,",MALE,BLACK,54.0,0.0,"2.0, 4.2, 3.3",50-59
4271.0,"10361,",MALE,WHITE,31.0,0.0,4.2,30-39
4272.0,"10362,10363,",MALE,BLACK,19.0,0.0,"4.2, 4.1",<20
4273.0,"10364,10365,",MALE,BLACK,22.0,1.0,"4.2, 3.3, 5.1",20-29
4274.0,"10366,10368,10369,",MALE,BLACK,40.0,1.0,"4.2, 4.1",40-49
4275.0,"10367,",MALE,NATIVE AMERICAN/ALASKAN NATIVE,60.0,0.0,"2.0, 3.3",60-69
4276.0,"10370,10371,",FEMALE,BLACK,27.0,0.0,5.1,20-29
4277.0,"10372,",MALE,BLACK,48.0,0.0,"2.0, 3.3",40-49
4278.0,"10373,10374,10375,",MALE,BLACK,34.0,0.0,"2.0, 3.3",30-39
4279.0,"10376,",MALE,BLACK,32.0,0.0,"4.2, 4.1",30-39
4280.0,"10377,",MALE,WHITE,38.0,0.0,"4.2, 3.3, 5.3",30-39
4281.0,"10379,10380,10381,",MALE,BLACK,41.0,1.0,4.2,40-49
36699.0,"10382,10386,",MALE,BLACK,28.0,0.0,"4.2, 3.3, 5.1",20-29
36700.0,"10384,",MALE,BLACK,24.0,1.0,5.3,20-29
4282.0,"10385,10387,",FEMALE,BLACK,36.0,0.0,"4.2, 4.1, 3.3, 5.1",30-39
4283.0,"10388,",MALE,BLACK,28.0,0.0,4.2,20-29
36701.0,"10389,",MALE,BLACK,19.0,0.0,"4.2, 3.3",<20
4284.0,"10391,10393,10395,",MALE,HISPANIC,25.0,0.0,4.2,20-29
36702.0,"10392,",MALE,BLACK,18.0,0.0,,<20
4285.0,"10396,",FEMALE,BLACK,40.0,0.0,2.0,40-49
4286.0,"10399,",MALE,WHITE,19.0,1.0,"4.2, 3.3",<20
4287.0,"10400,10401,",FEMALE,BLACK,26.0,0.0,4.2,20-29
4288.0,"10402,10403,",MALE,BLACK,21.0,0.0,"4.2, 4.1",20-29
4289.0,"10405,10407,10408,10409,",MALE,BLACK,32.0,1.0,"4.2, 3.3",30-39
4290.0,"10410,",MALE,BLACK,25.0,1.0,4.2,20-29
4291.0,"10412,",FEMALE,BLACK,41.0,0.0,4.1,40-49
4292.0,"10413,",MALE,BLACK,52.0,0.0,"4.2, 4.1",50-59
4293.0,"10414,",MALE,WHITE,25.0,0.0,"4.2, 4.1, 3.3",20-29
4294.0,"10415,10416,",MALE,BLACK,20.0,0.0,"5.3, 5.1",20-29
4295.0,"10417,",MALE,BLACK,22.0,0.0,,20-29
4296.0,"10418,",MALE,BLACK,43.0,0.0,"4.2, 3.3",40-49
4297.0,"10420,10423,",FEMALE,BLACK,24.0,0.0,"4.2, 3.3",20-29
4298.0,"10421,10425,",MALE,WHITE,50.0,0.0,2.0,50-59
4299.0,"10422,",MALE,BLACK,28.0,0.0,"4.2, 3.3",20-29
4300.0,"10424,",FEMALE,BLACK,21.0,1.0,4.2,20-29
4301.0,"10426,",MALE,WHITE,31.0,0.0,3.3,30-39
4302.0,"10428,10429,10430,10431,",MALE,BLACK,48.0,0.0,"2.0, 4.2, 3.3, 5.2",40-49
4303.0,"10432,",MALE,BLACK,38.0,0.0,"4.2, 3.3",30-39
4304.0,"10433,",MALE,BLACK,45.0,1.0,"4.2, 3.3",40-49
4305.0,"10434,",MALE,BLACK,46.0,0.0,"4.2, 3.3",40-49
4306.0,"10436,",MALE,BLACK,40.0,0.0,"4.2, 3.3",40-49
4307.0,"10437,",MALE,WHITE,18.0,0.0,3.3,<20
4308.0,"10440,10443,10446,",MALE,WHITE,46.0,0.0,5.3,40-49
4309.0,"10441,10442,",MALE,BLACK,24.0,0.0,"2.0, 4.2",20-29
4310.0,"10448,10449,",MALE,BLACK,32.0,1.0,4.2,30-39
4311.0,"10450,10451,",MALE,BLACK,28.0,0.0,"4.2, 3.3",20-29
36703.0,"10452,",MALE,WHITE,21.0,1.0,"4.2, 3.3",20-29
4312.0,"10453,",FEMALE,BLACK,20.0,0.0,"4.2, 3.3, 5.1",20-29
4313.0,"10454,10455,",MALE,BLACK,19.0,0.0,"4.2, 4.1, 3.3",<20
36704.0,"10456,",MALE,WHITE,20.0,0.0,2.0,20-29
4314.0,"10458,",FEMALE,BLACK,20.0,0.0,3.3,20-29
4315.0,"10459,",MALE,BLACK,54.0,0.0,4.2,50-59
36706.0,"10460,",MALE,WHITE,21.0,1.0,"4.2, 3.3, 5.3, 5.1",20-29
36705.0,"10461,",MALE,HISPANIC,21.0,0.0,4.2,20-29
4316.0,"10462,10464,",MALE,BLACK,20.0,0.0,,20-29
4317.0,"10463,",MALE,HISPANIC,21.0,0.0,"4.2, 4.1, 3.3",20-29
4318.0,"10465,",MALE,HISPANIC,29.0,1.0,4.2,20-29
4319.0,"10466,",MALE,BLACK,35.0,0.0,4.2,30-39
4320.0,"10468,",MALE,BLACK,40.0,1.0,"2.0, 4.2, 3.3",40-49
4321.0,"10469,",MALE,BLACK,35.0,0.0,2.0,30-39
4322.0,"10470,10471,",MALE,BLACK,33.0,0.0,"4.2, 3.3",30-39
4323.0,"10474,10475,",MALE,BLACK,28.0,0.0,"4.2, 3.3",20-29
4324.0,"10476,",MALE,BLACK,21.0,0.0,"4.2, 3.3",20-29
4325.0,"10477,10478,10481,",MALE,BLACK,32.0,0.0,"4.2, 3.3",30-39
4326.0,"10479,",MALE,HISPANIC,41.0,0.0,4.2,40-49
4327.0,"10480,",MALE,ASIAN/PACIFIC ISLANDER,36.0,1.0,"4.2, 4.1",30-39
4328.0,"10482,",MALE,BLACK,18.0,0.0,"4.2, 3.3",<20
4329.0,"10483,",MALE,BLACK,57.0,0.0,3.3,50-59
4330.0,"10484,10485,",FEMALE,BLACK,18.0,0.0,3.3,<20
4331.0,"10486,",MALE,BLACK,35.0,0.0,4.2,30-39
4332.0,"10487,10488,",MALE,BLACK,23.0,0.0,"3.1, 5.3",20-29
4333.0,"10489,",FEMALE,BLACK,43.0,0.0,2.0,40-49
4334.0,"10490,",MALE,BLACK,35.0,0.0,4.2,30-39
4335.0,"10491,",FEMALE,BLACK,57.0,0.0,4.2,50-59
4337.0,"10493,",FEMALE,BLACK,34.0,0.0,"5.3, 4.1",30-39
4338.0,"10494,",MALE,BLACK,28.0,0.0,3.3,20-29
